,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento
203,Ducati,Scrambler Icon,8.790 €,A,Naked,2016,https://www.ducati.com/es/es/,803 cc,75 cv,790 mm
204,Ducati,Scrambler Sixty 2,7.790 €,A2,Naked,2016,https://www.ducati.com/es/es/,399 cc,41 cv,790 mm
205,Ducati,Diavel Carbon,22.290 €,A,Naked,2016,https://www.ducati.com/es/es/,1.184 cc,162 cv,770 mm
206,Ducati,959 Panigale 2016,16.690 €,A,Deportiva,2016,https://www.ducati.com/es/es/,955 cc,158 cv,830 mm
207,Ducati,Scrambler Classic,10.350 €,A/A2,Custom,2016,https://www.ducati.com/es/es/,803 cc,75 cv,790 mm
208,Ducati,899 Panigale,16.240 €,A,Deportiva,2016,https://www.ducati.com/es/es/,898 cc,148 cv,830 mm
209,Ducati,Diavel,19.450 €,A,Custom,2016,https://www.ducati.com/es/es/,1.184 cc,162 cv,770 mm
210,Ducati,Monster 1200,13.490 €,A,Naked,2016,https://www.ducati.com/es/es/,1.198 cc,135 cv,785 mm
211,Ducati,Monster 821,11.240 €,A/A2,Naked,2016,https://www.ducati.com/es/es/,821 cc,112 cv,785 mm
212,Ducati,Monster 1200 S,16.990 €,A,Naked,2016,https://www.ducati.com/es/es/,1.198 cc,145 cv,785 mm
213,Ducati,Multistrada,16.990 €,A,Trail,2016,https://www.ducati.com/es/es/,1.198 cc,160 cv,825 mm
214,Ducati,Streetfighter 848,14.350 €,A,Naked,2016,https://www.ducati.com/es/es/,849 cc,132 cv,840 mm
215,Ducati,Panigale 1199 Superleggera,70.000 €,A,Deportiva,2016,https://www.ducati.com/es/es/,1.199 cc,200 cv,825 mm
216,Honda,CB750 Hornet 2023,7.650 €,A/A2,Naked,2022,https://www.honda.es,755 cc,92 cv,795 mm
217,Honda,CBR 1000 RR R Fireblade SP 2022,29.000 €,A,Deportiva,2022,https://www.honda.es,1.000 cc,215 cv,830 mm
218,Honda,CBR 1000 RR R Fireblade 2022,24.500 €,A,Deportiva,2022,https://www.honda.es,1.000 cc,215 cv,830 mm
219,Honda,ADV 350 2022,6.250 €,A2,Scooter,2022,https://www.honda.es,330 cc,29 cv,795 mm
220,Honda,CMX 500 Rebel 2022,6.500 €,A2,Custom,2022,https://www.honda.es,471 cc,47 cv,690 mm
221,Honda,CMX 1100 Rebel DCT 2022,11.800 €,A,Custom,2022,https://www.honda.es,1.084 cc,85 cv,700 mm
222,Honda,CMX 1100 Rebel 2022,10.400 €,A,Custom,2022,https://www.honda.es,1.084 cc,85 cv,700 mm
223,Honda,GL 1800 Gold Wing DCT 2022,29.000 €,A,Touring,2022,https://www.honda.es,1.833 cc,125 cv,745 mm
224,Honda,GL 1800 Gold Wing Tour 2022,38.750 €,A,Touring,2022,https://www.honda.es,1.833 cc,125 cv,745 mm
225,Honda,SH 350i 2022,5.950 €,A2,Scooter,2022,https://www.honda.es,330 cc,29 cv,805 mm
226,Honda,NT 1100 DCT 2022,15.400 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,865 mm
227,Honda,NT 1100 2022,14.400 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,865 mm
228,Honda,Monkey 125 2022,4.125 €,A1,Naked,2022,https://www.honda.es,124 cc,10 cv,775 mm
229,Honda,CBR 500 R 2022,6.900 €,A2,Deportiva,2020,https://www.honda.es,471 cc,46 cv,785 mm
230,Honda,CB 500 F 2022,6.325 €,A2,Naked,2022,https://www.honda.es,471 cc,47 cv,790 mm
231,Honda,CB 500 X 2022,6.850 €,A2,Trail,2022,https://www.honda.es,471 cc,46 cv,830 mm
232,Honda,CRF 1100 L Africa Twin Adventure Sports DCT 2022,19.800 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,850 mm
233,Honda,CRF 1100 L Africa Twin Adventure Sports 2022,18.700 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,850 mm
234,Honda,CRF 1100 L Africa Twin DCT 2022,16.350 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,850 mm
235,Honda,CRF 1100 L Africa Twin 2022,15.200 €,A,Trail,2022,https://www.honda.es,1.084 cc,100 cv,850 mm
236,Honda,Super Cub 125 2022,3.800 €,A1,Scooter,2022,https://www.honda.es,124 cc,10 cv,780 mm
237,Honda,GL 1800 Gold Wing Tour 2021,38.750 €,A,Touring,2021,https://www.honda.es,1.833 cc,125 cv,745 mm
238,Honda,CRF 300 L 2021,5.500 €,A2,Offroad,2021,https://www.honda.es,286 cc,27 cv,885 mm
239,Honda,CRF 300 Rally 2021,6.100 €,A2,Trail,2021,https://www.honda.es,286 cc,27 cv,885 mm
240,Honda,PXC 125 2021,3.100 €,A1,Scooter,2021,https://www.honda.es,125 cc,12 cv,764 mm
241,Honda,CB 1000 R 2021,15.050 €,A,Naked,2021,https://www.honda.es,998 cc,143 cv,830 mm
242,Honda,X ADV 2021,11.850 €,A/A2,Scooter,2021,https://www.honda.es,745 cc,57 cv,820 mm
243,Honda,SH 125 Mode 2021,2.990 €,A1,Scooter,2021,https://www.honda.es,125 cc,11 cv,765 mm
244,Honda,NC 750 X 2021,8.050 €,A/A2,Trail,2021,https://www.honda.es,745 cc,57 cv,830 mm
245,Honda,NC 750 X DCT 2021,8.850 €,A/A2,Touring,2021,https://www.honda.es,745 cc,57 cv,830 mm
246,Honda,CB 125 R 2021,4.300 €,A1,Naked,2021,https://www.honda.es,125 cc,14 cv,816 mm
247,Honda,MSX 125 GROM 2021,3.399 €,A1,Naked,2021,https://www.honda.es,125 cc,10 cv,761 mm
248,Honda,Forza 125 2021,5.075 €,A1,Scooter,2021,https://www.honda.es,125 cc,14 cv,780 mm
249,Honda,CRF 1100 L Africa Twin 2021,18.500 €,A,Trail,2021,https://www.honda.es,1.084 cc,100 cv,850 mm
250,Honda,CB 125 F 2021,2.750 €,A1,Naked,2021,https://www.honda.es,124 cc,11 cv,790 mm
251,Honda,CB 650 R 2021,8.150 €,A / A2,Naked,2021,https://www.honda.es,649 cc,93 cv,810 mm
252,Honda,CBR 650 R 2021,9.150 €,A / A2,Deportiva,2021,https://www.honda.es,649 cc,93 cv,810 mm
253,Honda,CBR 500 R 2021,6.800 €,A2,Deportiva,2020,https://www.honda.es,471 cc,46 cv,785 mm
254,Honda,CB 500 X 2021,6.750 €,A2,Trail,2019,https://www.honda.es,471 cc,46 cv,830 mm
255,Honda,CB 500 F 2021,6.250 €,A2,Naked,2020,https://www.honda.es,471 cc,47 cv,790 mm
256,Honda,GL 1800 Gold Wing Tour DCT SE 2020,38.700 €,A,Touring,2020,https://www.honda.es,1.833 cc,125 cv,745 mm
257,Honda,GL 1800 Gold Wing Tour DCT 2020,38.500 €,A,Touring,2020,https://www.honda.es,1.833 cc,125 cv,745 mm
258,Honda,GL 1800 Gold Wing DCT 2020,28.500 €,A,Touring,2020,https://www.honda.es,1.833 cc,125 cv,745 mm
259,Honda,CB 1000 R 2020,14.800 €,A,Naked,2020,https://www.honda.es,998 cc,143 cv,830 mm
260,Honda,Rebel S 2020,6.200 €,A2,Custom,2020,https://www.honda.es,471 cc,47 cv,690 mm
261,Honda,SH 125 Scoopy 2020,3.800 €,A1,Scooter,2020,https://www.honda.es,125 cc,12 cv,799 mm
262,Honda,CBR 1000 RR R Fireblade SP 2020,25.100 €,A,Deportiva,2020,https://www.honda.es,999 cc,215 cv,830 mm
263,Honda,CBR 1000 RR R Fireblade 2020,16.999 €,A,Deportiva,2020,https://www.honda.es,999 cc,215 cv,830 mm
264,Honda,GL 1800 Gold Wing 2020,27.500 €,A,Touring,2020,https://www.honda.es,1.833 cc,125 cv,745 mm
265,Honda,CRF 1100 L Africa Twin Adventure Sports 2020,18.300 €,A,Trail,2019,https://www.honda.es,1.084 cc,100 cv,850 mm
266,Honda,CRF 1100 L Africa Twin 2020,14.800 €,A,Trail,2019,https://www.honda.es,1.084 cc,100 cv,850 mm
267,Honda,CRF 250 L 2019,4.990 €,A2,Offroad,2019,https://www.honda.es,250 cc,25 cv,875 mm
268,Honda,CRF 250 Rally 2019,6.050 €,A2,Offroad,2019,https://www.honda.es,250 cc,24 cv,895 mm
269,Honda,NC 750 X Travel Edition DCT 2019,9.000 €,A2,Touring,2019,https://www.honda.es,745 cc,54 cv,830 mm
270,Honda,NC 750 X Travel Edition 2019,8.200 €,A2,Touring,2019,https://www.honda.es,745 cc,54 cv,830 mm
271,Honda,CRF 1000 L África Twin Adventure Sports 2019,15.350 €,A/A2,Trail,2019,https://www.honda.es,998 cc,95 cv,920 mm
272,Honda,CRF 1000 L África Twin 2019,13.600 €,A/A2,Trail,2019,https://www.honda.es,998 cc,95 cv,870 mm
273,Honda,X ADV 2019,11.650 €,A2/A,Scooter,2019,https://www.honda.es,745 cc,54 cv,820 mm
274,Honda,SH 125 2019,3.389 €,A1,Scooter,2019,https://www.honda.es,125 cc,12 cv,799 mm
275,Honda,Rebel 2019,6.200 €,A2,Custom,2019,https://www.honda.es,471 cc,47 cv,690 mm
276,Honda,NC 750 X 2019,8.000 €,A2,Touring,2019,https://www.honda.es,745 cc,54 cv,830 mm
277,Honda,Integra 2019,9.349 €,A2,Scooter,2019,https://www.honda.es,745 cc,53 cv,790 mm
278,Honda,CB 1000 R 2019,14.800 €,A,Naked,2019,https://www.honda.es,998 cc,143 cv,830 mm
279,Honda,CBR 1000 RR Fireblade 2019,16.999 €,A,Deportiva,2019,https://www.honda.es,999 cc,189 cv,832 mm
280,Honda,GL 1800 Gold Wing 2019,27.700 €,A,Touring,2019,https://www.honda.es,1.833 cc,125 cv,745 mm
281,Honda,CBR 500 R 2019,6.750 €,A2,Deportiva,2019,https://www.honda.es,471 cc,46 cv,785 mm
282,Honda,CB 500 X 2019,6.700 €,A2,Trail,2019,https://www.honda.es,471 cc,46 cv,830 mm
283,Honda,CB 500 F 2019,6.200 €,A2,Naked,2019,https://www.honda.es,471 cc,47 cv,790 mm
284,Honda,CB 650 R 2019,9.100 €,A,Naked,2019,https://www.honda.es,649 cc,96 cv,810 mm
285,Honda,CBR 650 R 2019,9.100 €,A / A2,Deportiva,2019,https://www.honda.es,649 cc,96 cv,810 mm
286,Honda,CRF 250 L 2018,4.799 €,A2,Offroad,2018,https://www.honda.es,250 cc,25 cv,875 mm
287,Honda,PXC 125 2018,2.899 €,A1,Scooter,2018,https://www.honda.es,125 cc,12 cv,764 mm
288,Honda,Forza 300 2018,5.800 €,A2,Scooter,2018,https://www.honda.es,279 cc,25 cv,780 mm
289,Honda,CRF 1000 L África Twin Adventure Sports,15.350 €,A/A2,Trail,2018,https://www.honda.es,998 cc,95 cv,920 mm
290,Honda,GL 1800 Gold Wing Tour 2018,37.500 €,A,Touring,2018,https://www.honda.es,1.833 cc,125 cv,745 mm
291,Honda,GL 1800 Gold Wing 2018,27.700 €,A,Touring,2018,https://www.honda.es,1.833 cc,125 cv,745 mm
292,Honda,CB 300 R 2018,5.075 €,A2,Naked,2018,https://www.honda.es,286 cc,31 cv,799 mm
293,Honda,CB 125 R 2018,4.275 €,A1,Naked,2018,https://www.honda.es,125 cc,13 cv,775 mm
294,Honda,CRF 1000 L Africa Twin 2018,13.600 €,A/A2,Trail,2016,https://www.honda.es,998 cc,95 cv,870 mm
295,Honda,VFR 800X Crossrunner 2017,13.499 €,A,Trail,2017,https://www.honda.es,782 cc,104 cv,835 mm
296,Honda,Vision 110 2017,2.049 €,A1,Scooter,2017,https://www.honda.es,108 cc,8 cv,760 mm
297,Honda,SH 125 Scoopy 2017,3.389 €,A1,Scooter,2017,https://www.honda.es,125 cc,12 cv,799 mm
298,Honda,Forza 125 2017,4.799 €,A1,Scooter,2017,https://www.honda.es,125 cc,14 cv,780 mm
299,Honda,CB 1100 EX 2017,13.499 €,A,Naked,2017,https://www.honda.es,1.140 cc,89 cv,790 mm
300,Honda,CBR 1000 RR Fireblade SP 2017,19.980 €,A,Deportiva,2017,https://www.honda.es,999 cc,189 cv,820 mm
301,Honda,CBR 1000 RR Fireblade 2017,16.999 €,A,Deportiva,2017,https://www.honda.es,999 cc,189 cv,832 mm
302,Honda,GL 1800 Gold Wing,32.925 €,A,Touring,2016,https://www.honda.es,1.832 cc,118 cv,740 mm
303,Honda,NC 750 X,7.649 €,A2,Touring,2016,https://www.honda.es,745 cc,54 cv,830 mm
304,Honda,VFR 800 F,13.499 €,A,Touring,2016,https://www.honda.es,782 cc,106 cv,789 mm
305,Honda,MSX 125,3.249 €,A1,Naked,2016,https://www.honda.es,124 cc,10 cv,765 mm
306,Honda,Crosstourer,16.199 €,A,Trail,2016,https://www.honda.es,1.237 cc,129 cv,850 mm
307,Honda,ST 1300 Pan European,19.159 €,A,Touring,2016,https://www.honda.es,1.261 cc,126 cv,790 mm
308,Honda,Forza,4.799 €,A1,Scooter,2016,https://www.honda.es,125 cc,14 cv,780 mm
309,Honda,NT 700 V Deauville,10.519 €,A,Touring,2016,https://www.honda.es,680 cc,65 cv,805 mm
310,Honda,GL 1800 GoldWing F6B,25.749 €,A,Touring,2016,https://www.honda.es,1.832 cc,118 cv,725 mm
311,Honda,VFR 800 X Crossrunner,13.499 €,A,Trail,2016,https://www.honda.es,782 cc,106 cv,815 mm
312,Honda,Vision,2.049 €,A1,Scooter,2016,https://www.honda.es,108 cc,8 cv,755 mm
313,Honda,NC 700 X,8.229 €,A2,Trail,2016,https://www.honda.es,745 cc,54 cv,830 mm
314,Honda,NM4 Vultus,11.499 €,A,Touring,2016,https://www.honda.es,745 cc,54 cv,650 mm
315,Honda,Wave 110i,1.849 €,A1,Scooter,2016,https://www.honda.es,109 cc,8 cv,760 mm
316,Honda,NC 750 s,7.449 €,A2,Naked,2016,https://www.honda.es,745 cc,54 cv,790 mm
317,Honda,PCX 125,2.849 €,A1,Scooter,2016,https://www.honda.es,124 cc,11 cv,760 mm
318,Honda,SH 125i,3.499 €,A1,Scooter,2016,https://www.honda.es,125 cc,11 cv,799 mm
319,Honda,CTX 700,8.899 €,A2,Touring,2014,https://www.honda.es,669 cc,47 cv,720 mm
320,Honda,SH 300i,5.689 €,A2,Scooter,2016,https://www.honda.es,279 cc,25 cv,805 mm
321,Honda,CB 1000 R,11.459 €,A,Naked,2016,https://www.honda.es,989 cc,125 cv,825 mm
322,Honda,CBR 600 RR,13.099 €,A,Deportiva,2016,https://www.honda.es,599 cc,120 cv,823 mm
323,Honda,CB 1100 EX,13.499 €,A,Custom,2016,https://www.honda.es,1.140 cc,89 cv,795 mm
324,Honda,CRF 1000 L África Twin 2016,13.600 €,A/A2,Trail,2016,https://www.honda.es,998 cc,95 cv,870 mm
325,Honda,CB 125 F,2.349 €,A1,Naked,2016,https://www.honda.es,124 cc,11 cv,775 mm
326,Honda,CRF 250 M,4.759 €,A2,Offroad,2016,https://www.honda.es,249 cc,22 cv,855 mm
327,Honda,CB 500 F,5.799 €,A2,Naked,2016,https://www.honda.es,471 cc,47 cv,790 mm
328,Honda,CRF,4.459 €,A2,Offroad,2016,https://www.honda.es,249 cc,22 cv,875 mm
329,Honda,CB 500 X,6.249 €,A2,Trail,2016,https://www.honda.es,471 cc,46 cv,810 mm
330,Honda,CBR 1000 RR Fireblade,16.739 €,A,Deportiva,2016,https://www.honda.es,999 cc,180 cv,820 mm
331,Honda,CBR 125 R,3.499 €,A1,Deportiva,2016,https://www.honda.es,124 cc,12 cv,793 mm
332,Honda,CBR 500 R,6.249 €,A2,Deportiva,2016,https://www.honda.es,471 cc,46 cv,790 mm
333,Honda,Integra,9.349 €,A2,Scooter,2016,https://www.honda.es,745 cc,53 cv,790 mm
334,Yamaha,R6 Race 2022,13.199 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,599 cc,118 cv,850 mm
335,Yamaha,R7 60 Aniversario,9.799 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,835 mm
336,Yamaha,R7 2022,9.399 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,835 mm
337,Yamaha,Tenere 700 World Raid 2022,12.599 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm
338,Yamaha,Tenere 700 Rally Edition 2022,11.899 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm
339,Yamaha,Tenere 700 2022,10.299 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm
340,Yamaha,XSR 700 XTribute 2022,8.799 €,A/A2,Naked,2022,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,855 mm
341,Yamaha,MT 09 SP 2022,11.899 €,A,Naked,2022,https://www.yamaha-motor.eu/es/es/,890 cc,94 cv,825 mm
342,Yamaha,MT 09 2022,9.999 €,A,Naked,2022,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,825 mm
343,Yamaha,T Max 560 2022,12.499 €,A/A2,Scooter,2022,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm
344,Yamaha,XSR 125 2021,4.399 €,A1,Naked,2021,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,815 mm
345,Yamaha,Tracer 7 2021,8.599 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm
346,Yamaha,X Max 300 2021,5.999 €,A2,Scooter,2021,https://www.yamaha-motor.eu/es/es/,292 cc,28 cv,795 mm
347,Yamaha,X Max 125 2021,4.999 €,A1,Scooter,2021,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,800 mm
348,Yamaha,T Max 560 2021,12.499 €,A/A2,Scooter,2021,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm
349,Yamaha,Tracer 9 GT 2021,14.299 €,A,Trail,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,810 mm
350,Yamaha,Tracer 9 2021,11.799 €,A,Trail,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,810 mm
351,Yamaha,Tracer 7 GT 2021,9.359 €,A/A2,Trail,2021,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,840 mm
352,Yamaha,MT 07 2021,6.999 €,A/A2,Naked,2021,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,805 mm
353,Yamaha,MT 09 2021,9.899 €,A,Naked,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,825 mm
354,Yamaha,Tracer 700 2020,8.599 €,A/A2,Trail,2020,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,840 mm
355,Yamaha,T Max 560 Tech 2020,14.399 €,A/A2,Scooter,2019,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm
356,Yamaha,T Max 560 2020,12.499 €,A/A2,Scooter,2019,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm
357,Yamaha,MT 125 2020,4.549 €,A1,Naked,2019,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
358,Yamaha,MT 03 2020,5.300 €,A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm
359,Yamaha,YZF R1M 2020,29.499 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,860 mm
360,Yamaha,YZF R1 2020,21.899 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,855 mm
361,Yamaha,Tenere 700 2019,9.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,880 mm
362,Yamaha,Niken 2019,17.399 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,820 mm
363,Yamaha,Tracer 700 GT 2019,8.299 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm
364,Yamaha,Tracer 700 2019,8.299 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm
365,Yamaha,Tracer 900 GT 2019,11.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm
366,Yamaha,Tracer 900 2019,11.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm
367,Yamaha,MT 10 Tourer Edition 2019,16.999 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm
368,Yamaha,MT 10 2019,15.799 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm
369,Yamaha,MT 125 2019,4.549 €,A1,Naked,2019,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
370,Yamaha,MT 03 2019,5.249 €,A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm
371,Yamaha,MT 07 2019,6.799 €,A/A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,805 mm
372,Yamaha,MT 09 2019,9.799 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
373,Yamaha,XSR 900 2019,10.499 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
374,Yamaha,XSR 700 2019,7.699 €,A/A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,815 mm
375,Yamaha,YZF R125 2019,4.999 €,A1,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,125 cc,15 cv,825 mm
376,Yamaha,T Max SX Sport Edition 2018,14.199 €,A,Scooter,2018,https://www.yamaha-motor.eu/es/es/,530 cc,46 cv,800 mm
377,Yamaha,MT 07,6.799 €,A/A2,Naked,2018,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,805 mm
378,Yamaha,Tracer 900 GT 2018,13.299 €,A,Trail,2018,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm
379,Yamaha,Tracer 900 2018,11.499 €,A,Trail,2018,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm
380,Yamaha,X Max 125 2018,4.349 €,A1,Scooter,2018,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,792 mm
381,Yamaha,X Max 400 2018,6.699 €,A2,Scooter,2018,https://www.yamaha-motor.eu/es/es/,395 cc,32 cv,766 mm
382,Yamaha,Tricity 125 2017,3.699 €,A1,Scooter,2017,https://www.yamaha-motor.eu/es/es/,125 cc,12 cv,780 mm
383,Yamaha,T Max 2017,12.299 €,A/A2,Scooter,2017,https://www.yamaha-motor.eu/es/es/,530 cc,46 cv,800 mm
384,Yamaha,YZF R1,20.900 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,855 mm
385,Yamaha,YZF R1M,25.900 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,860 mm
386,Yamaha,XV 950 R,9.649 €,A/A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,942 cc,52 cv,690 mm
387,Yamaha,YZF R125,4.699 €,A1,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
388,Yamaha,XV 950 Racer,9.849 €,A/A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,942 cc,52 cv,690 mm
389,Yamaha,YBR 125 Custom,2.699 €,A1,Custom,2016,https://www.yamaha-motor.eu/es/es/,124 cc,10 cv,760 mm
390,Yamaha,YBR 125,2.599 €,A1,Naked,2016,https://www.yamaha-motor.eu/es/es/,124 cc,10 cv,780 mm
391,Yamaha,YZF R6,13.849 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,599 cc,129 cv,850 mm
392,Yamaha,YZF R3,5.299 €,A2,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm
393,Yamaha,MT 09,7.899 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
394,Yamaha,Neo's,2.099 €,AM,Scooter,2016,https://www.yamaha-motor.eu/es/es/,49 cc,3 cv,790 mm
395,Yamaha,X Max 125 2016,4.349 €,A1,Scooter,2016,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,792 mm
396,Yamaha,XV 950,8.749 €,A/A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,942 cc,52 cv,690 mm
397,Yamaha,MT 09 Sport Tracker,8.599 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
398,Yamaha,XT 660 Z Tenere,7.749 €,A,Trail,2016,https://www.yamaha-motor.eu/es/es/,660 cc,48 cv,895 mm
399,Yamaha,X Max 250,4.749 €,A2,Scooter,2016,https://www.yamaha-motor.eu/es/es/,249 cc,20 cv,785 mm
400,Yamaha,MT 10,15.799 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm
401,Yamaha,T Max 530,10.899 €,A/A2,Scooter,2016,https://www.yamaha-motor.eu/es/es/,530 cc,46 cv,800 mm
402,Yamaha,X Max 400 2016,5.999 €,A2,Scooter,2016,https://www.yamaha-motor.eu/es/es/,395 cc,31 cv,785 mm
403,Yamaha,MT 125,4.349 €,AM,Naked,2016,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
404,Yamaha,V Max,22.499 €,A,Custom,2016,https://www.yamaha-motor.eu/es/es/,1.679 cc,200 cv,775 mm
405,Yamaha,XJR 1300 Racer,12.499 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,1.251 cc,98 cv,829 mm
406,Yamaha,Tricity,3.699 €,A1,Scooter,2016,https://www.yamaha-motor.eu/es/es/,125 cc,11 cv,780 mm
407,Yamaha,TZR 50,3.349 €,AM,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,49 cc,2 cv,815 mm
408,Yamaha,XSR 700,7.499 €,A2,Naked,2016,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,815 mm
409,Yamaha,SR 400,5.999 €,A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,399 cc,23 cv,785 mm
410,Yamaha,WR 125 X,4.449 €,A1,Offroad,2016,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,920 mm
411,Yamaha,Xenter 125,3.099 €,A1,Scooter,2016,https://www.yamaha-motor.eu/es/es/,125 cc,12 cv,785 mm
412,Yamaha,N MAX,2.849 €,A1,Scooter,2016,https://www.yamaha-motor.eu/es/es/,125 cc,12 cv,765 mm
413,Yamaha,WR 125 R,4.249 €,A1,Offroad,2016,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,930 mm
414,Yamaha,XSR 900,10.299 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
415,Yamaha,Neo's 4,2.299 €,AM,Scooter,2016,https://www.yamaha-motor.eu/es/es/,49 cc,3 cv,740 mm
416,Yamaha,X City 250,3.999 €,A2,Scooter,2016,https://www.yamaha-motor.eu/es/es/,249 cc,21 cv,790 mm
417,Yamaha,XTZ 1200 Super Tenere,15.999 €,A,Trail,2016,https://www.yamaha-motor.eu/es/es/,1.199 cc,112 cv,845 mm
418,Yamaha,Fazer 8 N,9.149 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,779 cc,106 cv,815 mm
419,Yamaha,XJR 1300,11.299 €,A,Naked,2016,https://www.yamaha-motor.eu/es/es/,1.251 cc,98 cv,829 mm
420,Yamaha,FJR 1300,21.699 €,A,Touring,2016,https://www.yamaha-motor.eu/es/es/,1.298 cc,146 cv,905 mm
421,Yamaha,Jog R,2.099 €,AM,Scooter,2016,https://www.yamaha-motor.eu/es/es/,49 cc,3 cv,770 mm
422,Yamaha,Jog RR,2.399 €,AM,Scooter,2016,https://www.yamaha-motor.eu/es/es/,49 cc,3 cv,770 mm
