,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento
0,Ducati,Monster 1200 R,N.D.,A,Naked,2016,www.ducati.es,1.198 cc,160 cv,830 mm
0,Ducati,Monster 821,11.240 €,A/A2,Naked,2016,www.ducati.es,821 cc,112 cv,785 mm
0,Ducati,Monster 1200 S,16.990 €,A,Naked,2016,www.ducati.es,1.198 cc,145 cv,785 mm
0,Ducati,Multistrada,16.990 €,A,Trail,2016,www.ducati.es,1.198 cc,160 cv,825 mm
0,Ducati,XDiavel S,N.D.,A,Custom,2016,www.ducati.es,1.262 cc,156 cv,755 mm
0,Ducati,Streetfighter 848,14.350 €,A,Naked,2016,www.ducati.es,849 cc,132 cv,840 mm
0,Ducati,Panigale 1199 Superleggera,70.000 €,A,Deportiva,2016,www.ducati.es,1.199 cc,200 cv,825 mm
0,Honda,XL750 Transalp 2023,N.D.,A/A2,Naked,2022,www.honda.es/motorcycles,755 cc,92 cv,850 mm
0,Honda,CB750 Hornet 2023,7.650 €,A/A2,Naked,2022,www.honda.es/motorcycles,755 cc,92 cv,795 mm
0,Honda,DAX 125 2023,N.D.,A1,Naked,2023,www.honda.es,124 cc,9 cv,775 mm
0,Honda,CBR 1000 RR R Fireblade SP 30 Aniversario,N.D.,A,Deportiva,2022,http://www.honda.es/,1.000 cc,215 cv,830 mm
0,Honda,CBR 1000 RR R Fireblade SP 2022,29.000 €,A,Deportiva,2022,http://www.honda.es/,1.000 cc,215 cv,830 mm
0,Honda,CBR 1000 RR R Fireblade 2022,24.500 €,A,Deportiva,2022,http://www.honda.es/,1.000 cc,215 cv,830 mm
0,Honda,ADV 350 2022,6.250 €,A2,Scooter,2022,http://www.honda.es/motorcycles.html,330 cc,29 cv,795 mm
0,Honda,CMX 500 Rebel 2022,6.500 €,A2,Custom,2022,www.honda.es,471 cc,47 cv,690 mm
0,Honda,CMX 1100 Rebel DCT 2022,11.800 €,A,Custom,2022,www.honda.es,1.084 cc,85 cv,700 mm
0,Honda,CMX 1100 Rebel 2022,10.400 €,A,Custom,2022,www.honda.es,1.084 cc,85 cv,700 mm
0,Honda,GL 1800 Gold Wing DCT 2022,29.000 €,A,Touring,2022,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,GL 1800 Gold Wing Tour 2022,38.750 €,A,Touring,2022,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,SH 350i 2022,5.950 €,A2,Scooter,2022,http://www.honda.es/motorcycles.html,330 cc,29 cv,805 mm
0,Honda,NT 1100 DCT 2022,15.400 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,865 mm
0,Honda,NT 1100 2022,14.400 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,865 mm
0,Honda,Monkey 125 2022,4.125 €,A1,Naked,2022,www.honda.es,124 cc,10 cv,775 mm
0,Honda,CBR 500 R 2022,6.900 €,A2,Deportiva,2020,http://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm
0,Honda,CB 500 F 2022,6.325 €,A2,Naked,2022,http://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm
0,Honda,CB 500 X 2022,6.850 €,A2,Trail,2022,http://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm
0,Honda,CRF 1100 L Africa Twin Adventure Sports DCT 2022,19.800 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CRF 1100 L Africa Twin Adventure Sports 2022,18.700 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CRF 1100 L Africa Twin DCT 2022,16.350 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CRF 1100 L Africa Twin 2022,15.200 €,A,Trail,2022,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,Super Cub 125 2022,3.800 €,A1,Scooter,2022,www.honda.es,124 cc,10 cv,780 mm
0,Honda,GL 1800 Gold Wing Tour 2021,38.750 €,A,Touring,2021,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,Vision 110 2021,N.D.,A1,Scooter,2021,www.honda.es,109 cc,7 cv,785 mm
0,Honda,CRF 300 L 2021,5.500 €,A2,Offroad,2021,www.honda.es,286 cc,27 cv,885 mm
0,Honda,CRF 300 Rally 2021,6.100 €,A2,Trail,2021,www.honda.es,286 cc,27 cv,885 mm
0,Honda,CMX 1100 Rebel 2021,N.D.,A,Custom,2021,www.honda.es,1.084 cc,85 cv,700 mm
0,Honda,PXC 125 2021,3.100 €,A1,Scooter,2021,www.honda.es/motorcycles,125 cc,12 cv,764 mm
0,Honda,SH 350i 2021,N.D.,A2,Scooter,2021,http://www.honda.es/motorcycles.html,330 cc,29 cv,805 mm
0,Honda,CB 1000 R 2021,15.050 €,A,Naked,2021,http://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm
0,Honda,X ADV 2021,11.850 €,A/A2,Scooter,2021,www.honda.es,745 cc,57 cv,820 mm
0,Honda,SH 125 Mode 2021,2.990 €,A1,Scooter,2021,www.honda.es,125 cc,11 cv,765 mm
0,Honda,NC 750 X 2021,8.050 €,A/A2,Trail,2021,http://www.honda.es/motorcycles.html,745 cc,57 cv,830 mm
0,Honda,NC 750 X DCT 2021,8.850 €,A/A2,Touring,2021,http://www.honda.es/motorcycles.html,745 cc,57 cv,830 mm
0,Honda,CB 125 R 2021,4.300 €,A1,Naked,2021,http://www.honda.es/motorcycles.html,125 cc,14 cv,816 mm
0,Honda,MSX 125 GROM 2021,3.399 €,A1,Naked,2021,http://www.honda.es/motorcycles.html,125 cc,10 cv,761 mm
0,Honda,Forza 750 2021,N.D.,A,Scooter,2021,www.honda.es,745 cc,58 cv,790 mm
0,Honda,Forza 350 2021,N.D.,A2,Scooter,2021,www.honda.es,330 cc,29 cv,780 mm
0,Honda,Forza 125 2021,5.075 €,A1,Scooter,2021,www.honda.es,125 cc,14 cv,780 mm
0,Honda,CRF 1100 L Africa Twin 2021,18.500 €,A,Trail,2021,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CB 125 F 2021,2.750 €,A1,Naked,2021,http://www.honda.es/motorcycles.html,124 cc,11 cv,790 mm
0,Honda,CB 650 R 2021,8.150 €,A / A2,Naked,2021,http://www.honda.es/motorcycles.html,649 cc,93 cv,810 mm
0,Honda,CBR 650 R 2021,9.150 €,A / A2,Deportiva,2021,www.honda.es,649 cc,93 cv,810 mm
0,Honda,CBR 500 R 2021,6.800 €,A2,Deportiva,2020,http://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm
0,Honda,CB 500 X 2021,6.750 €,A2,Trail,2019,http://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm
0,Honda,CB 500 F 2021,6.250 €,A2,Naked,2020,http://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm
0,Honda,GL 1800 Gold Wing Tour DCT SE 2020,38.700 €,A,Touring,2020,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,GL 1800 Gold Wing Tour DCT 2020,38.500 €,A,Touring,2020,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,GL 1800 Gold Wing DCT 2020,28.500 €,A,Touring,2020,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,CB 1000 R 2020,14.800 €,A,Naked,2020,http://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm
0,Honda,Rebel S 2020,6.200 €,A2,Custom,2020,www.honda.es,471 cc,47 cv,690 mm
0,Honda,SH 125 Scoopy 2020,3.800 €,A1,Scooter,2020,www.honda.es,125 cc,12 cv,799 mm
0,Honda,CBR 1000 RR R Fireblade SP 2020,25.100 €,A,Deportiva,2020,http://www.honda.es/,999 cc,215 cv,830 mm
0,Honda,CBR 1000 RR R Fireblade 2020,16.999 €,A,Deportiva,2020,http://www.honda.es/,999 cc,215 cv,830 mm
0,Honda,GL 1800 Gold Wing 2020,27.500 €,A,Touring,2020,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,CRF 1100 L Africa Twin Adventure Sports 2020,18.300 €,A,Trail,2019,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CRF 1100 L Africa Twin 2020,14.800 €,A,Trail,2019,http://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm
0,Honda,CRF 250 L 2019,4.990 €,A2,Offroad,2019,www.honda.es,250 cc,25 cv,875 mm
0,Honda,CRF 250 Rally 2019,6.050 €,A2,Offroad,2019,www.honda.es,250 cc,24 cv,895 mm
0,Honda,NC 750 X Travel Edition DCT 2019,9.000 €,A2,Touring,2019,http://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm
0,Honda,NC 750 X Travel Edition 2019,8.200 €,A2,Touring,2019,http://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm
0,Honda,CRF 1000 L África Twin Adventure Sports 2019,15.350 €,A/A2,Trail,2019,http://www.honda.es/motorcycles.html,998 cc,95 cv,920 mm
0,Honda,CRF 1000 L África Twin 2019,13.600 €,A/A2,Trail,2019,http://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm
0,Honda,X ADV 2019,11.650 €,A2/A,Scooter,2019,www.honda.es,745 cc,54 cv,820 mm
0,Honda,SH 125 2019,3.389 €,A1,Scooter,2019,www.honda.es,125 cc,12 cv,799 mm
0,Honda,Rebel 2019,6.200 €,A2,Custom,2019,www.honda.es,471 cc,47 cv,690 mm
0,Honda,NC 750 X 2019,8.000 €,A2,Touring,2019,http://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm
0,Honda,Integra 2019,9.349 €,A2,Scooter,2019,http://www.honda.es/motorcycles.html,745 cc,53 cv,790 mm
0,Honda,CB 1000 R 2019,14.800 €,A,Naked,2019,http://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm
0,Honda,CBR 1000 RR Fireblade 2019,16.999 €,A,Deportiva,2019,http://www.honda.es/,999 cc,189 cv,832 mm
0,Honda,GL 1800 Gold Wing 2019,27.700 €,A,Touring,2019,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,CBR 500 R 2019,6.750 €,A2,Deportiva,2019,http://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm
0,Honda,CB 500 X 2019,6.700 €,A2,Trail,2019,http://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm
0,Honda,CB 500 F 2019,6.200 €,A2,Naked,2019,http://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm
0,Honda,CB 650 R 2019,9.100 €,A,Naked,2019,http://www.honda.es/motorcycles.html,649 cc,96 cv,810 mm
0,Honda,CBR 650 R 2019,9.100 €,A / A2,Deportiva,2019,www.honda.es,649 cc,96 cv,810 mm
0,Honda,CRF 450 L 2019,N.D.,A2,Offroad,2018,www.honda.es,449 cc,26 cv,940 mm
0,Honda,CRF 250 L 2018,4.799 €,A2,Offroad,2018,www.honda.es,250 cc,25 cv,875 mm
0,Honda,PXC 125 2018,2.899 €,A1,Scooter,2018,www.honda.es/motorcycles,125 cc,12 cv,764 mm
0,Honda,Forza 300 2018,5.800 €,A2,Scooter,2018,www.honda.es,279 cc,25 cv,780 mm
0,Honda,CRF 1000 L África Twin Adventure Sports,15.350 €,A/A2,Trail,2018,http://www.honda.es/motorcycles.html,998 cc,95 cv,920 mm
0,Honda,GL 1800 Gold Wing Tour 2018,37.500 €,A,Touring,2018,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,GL 1800 Gold Wing 2018,27.700 €,A,Touring,2018,www.honda.es,1.833 cc,125 cv,745 mm
0,Honda,CB 300 R 2018,5.075 €,A2,Naked,2018,http://www.honda.es/motorcycles.html,286 cc,31 cv,799 mm
0,Honda,CB 125 R 2018,4.275 €,A1,Naked,2018,http://www.honda.es/motorcycles.html,125 cc,13 cv,775 mm
0,Honda,CB 1000 R 2018,N.D.,A,Naked,2018,http://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm
0,Honda,CRF 1000 L Africa Twin 2018,13.600 €,A/A2,Trail,2016,http://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm
0,Honda,CBR 1000 RR Fireblade SP2  2017,N.D.,A,Deportiva,2017,www.honda.es/,999 cc,189 cv,820 mm
0,Honda,VFR 800X Crossrunner 2017,13.499 €,A,Trail,2017,www.honda.es,782 cc,104 cv,835 mm
0,Honda,X ADV 2017,N.D.,A/A2,Scooter,2017,www.honda.es,745 cc,54 cv,820 mm
0,Honda,Vision 110 2017,2.049 €,A1,Scooter,2017,www.honda.es,108 cc,8 cv,760 mm
0,Honda,Rebel 2017,N.D.,A2,Custom,2017,www.honda.es,471 cc,47 cv,690 mm
0,Honda,SH 125 Scoopy 2017,3.389 €,A1,Scooter,2017,www.honda.es,125 cc,12 cv,799 mm
0,Honda,Forza 125 2017,4.799 €,A1,Scooter,2017,www.honda.es,125 cc,14 cv,780 mm
0,Honda,CRF 250 Rally 2017,N.D.,A2,Trail,2017,www.honda.es,250 cc,24 cv,895 mm
0,Honda,CBR 650 F 2017,N.D.,A/ A2,Deportiva,2017,www.honda.es,649 cc,85 cv,810 mm
0,Honda,CB 1100 RS 2017,N.D.,A,Naked,2017,www.honda.es,1.140 cc,89 cv,795 mm
0,Honda,CB 1100 EX 2017,13.499 €,A,Naked,2017,www.honda.es,1.140 cc,89 cv,790 mm
0,Honda,CBR 1000 RR Fireblade SP 2017,19.980 €,A,Deportiva,2017,http://www.honda.es/,999 cc,189 cv,820 mm
0,Honda,CBR 1000 RR Fireblade 2017,16.999 €,A,Deportiva,2017,http://www.honda.es/,999 cc,189 cv,832 mm
0,Honda,GL 1800 Gold Wing,32.925 €,A,Touring,2016,www.honda.es,1.832 cc,118 cv,740 mm
0,Honda,NC 750 X,7.649 €,A2,Touring,2016,http://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm
0,Honda,VFR 800 F,13.499 €,A,Touring,2016,http://www.honda.es/motorcycles.html,782 cc,106 cv,789 mm
0,Honda,MSX 125,3.249 €,A1,Naked,2016,http://www.honda.es/motorcycles.html,124 cc,10 cv,765 mm
0,Honda,Crosstourer,16.199 €,A,Trail,2016,http://www.honda.es/motorcycles.html,1.237 cc,129 cv,850 mm
0,Honda,ST 1300 Pan European,19.159 €,A,Touring,2016,http://www.honda.es/motorcycles.html,1.261 cc,126 cv,790 mm
0,Honda,Forza,4.799 €,A1,Scooter,2016,http://www.honda.es/motorcycles.html,125 cc,14 cv,780 mm
0,Honda,NT 700 V Deauville,10.519 €,A,Touring,2016,http://www.honda.es/motorcycles.html,680 cc,65 cv,805 mm
0,Honda,GL 1800 GoldWing F6B,25.749 €,A,Touring,2016,http://www.honda.es/motorcycles.html,1.832 cc,118 cv,725 mm
0,Honda,VFR 800 X Crossrunner,13.499 €,A,Trail,2016,http://www.honda.es/motorcycles.html,782 cc,106 cv,815 mm
0,Honda,GL 1800 GoldWing F6C,N.D.,A,Custom,2016,http://www.honda.es/motorcycles.html,1.832 cc,114 cv,734 mm
0,Honda,Vision,2.049 €,A1,Scooter,2016,http://www.honda.es/motorcycles.html,108 cc,8 cv,755 mm
0,Honda,NC 700 X,8.229 €,A2,Trail,2016,http://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm
0,Honda,NM4 Vultus,11.499 €,A,Touring,2016,http://www.honda.es/motorcycles.html,745 cc,54 cv,650 mm
0,Honda,Wave 110i,1.849 €,A1,Scooter,2016,http://www.honda.es/motorcycles.html,109 cc,8 cv,760 mm
0,Honda,NC 750 s,7.449 €,A2,Naked,2016,http://www.honda.es/motorcycles.html,745 cc,54 cv,790 mm
0,Honda,PCX 125,2.849 €,A1,Scooter,2016,http://www.honda.es/motorcycles.html,124 cc,11 cv,760 mm
0,Honda,CTX 1300,N.D.,A,Custom,2016,http://www.honda.es/motorcycles.html,1.261 cc,84 cv,735 mm
0,Honda,SH 125i,3.499 €,A1,Scooter,2016,http://www.honda.es/motorcycles.html,125 cc,11 cv,799 mm
0,Honda,CTX 700,8.899 €,A2,Touring,2014,http://www.honda.es/motorcycles.html,669 cc,47 cv,720 mm
0,Honda,SH 300i,5.689 €,A2,Scooter,2016,http://www.honda.es/motorcycles.html,279 cc,25 cv,805 mm
0,Honda,CB 1000 R,11.459 €,A,Naked,2016,http://www.honda.es/motorcycles.html,989 cc,125 cv,825 mm
0,Honda,CBR 600 RR,13.099 €,A,Deportiva,2016,http://www.honda.es/motorcycles.html,599 cc,120 cv,823 mm
0,Honda,CB 1100 EX,13.499 €,A,Custom,2016,http://www.honda.es/motorcycles.html,1.140 cc,89 cv,795 mm
0,Honda,CRF 1000 L África Twin 2016,13.600 €,A/A2,Trail,2016,http://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm
0,Honda,CB 125 F,2.349 €,A1,Naked,2016,http://www.honda.es/motorcycles.html,124 cc,11 cv,775 mm
0,Honda,CRF 250 M,4.759 €,A2,Offroad,2016,http://www.honda.es/motorcycles.html,249 cc,22 cv,855 mm
0,Honda,CB 500 F,5.799 €,A2,Naked,2016,http://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm
0,Honda,CRF,4.459 €,A2,Offroad,2016,http://www.honda.es/motorcycles.html,249 cc,22 cv,875 mm
0,Honda,CB 500 X,6.249 €,A2,Trail,2016,http://www.honda.es/motorcycles.html,471 cc,46 cv,810 mm
0,Honda,CBR 1000 RR Fireblade,16.739 €,A,Deportiva,2016,http://www.honda.es/motorcycles.html,999 cc,180 cv,820 mm
0,Honda,CBR 125 R,3.499 €,A1,Deportiva,2016,http://www.honda.es/motorcycles.html,124 cc,12 cv,793 mm
0,Honda,CBR 500 R,6.249 €,A2,Deportiva,2016,http://www.honda.es/motorcycles.html,471 cc,46 cv,790 mm
0,Honda,Integra,9.349 €,A2,Scooter,2016,http://www.honda.es/motorcycles.html,745 cc,53 cv,790 mm
0,Yamaha,R6 Race 2022,13.199 €,A,Deportiva,2022,www.yamaha-motor.eu,599 cc,118 cv,850 mm
0,Yamaha,R7 60 Aniversario,9.799 €,A,Deportiva,2022,http://www.yamaha-motor.eu/es/index.aspx,689 cc,73 cv,835 mm
0,Yamaha,R7 2022,9.399 €,A,Deportiva,2022,http://www.yamaha-motor.eu/es/index.aspx,689 cc,73 cv,835 mm
0,Yamaha,Tenere 700 World Raid 2022,12.599 €,A,Trail,2022,www.yamaha-motor.eu,689 cc,72 cv,875 mm
0,Yamaha,Tenere 700 Rally Edition 2022,11.899 €,A,Trail,2022,www.yamaha-motor.eu,689 cc,72 cv,875 mm
0,Yamaha,Tenere 700 2022,10.299 €,A,Trail,2022,www.yamaha-motor.eu,689 cc,72 cv,875 mm
0,Yamaha,XSR 700 XTribute 2022,8.799 €,A/A2,Naked,2022,www.yamaha-motor.eu/es/es/,689 cc,74 cv,855 mm
0,Yamaha,MT 10 SP 2022,N.D.,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,998 cc,165 cv,835 mm
0,Yamaha,MT 10 2022,N.D.,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,998 cc,165 cv,835 mm
0,Yamaha,MT 09 SP 2022,11.899 €,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,890 cc,94 cv,825 mm
0,Yamaha,MT 09 2022,9.999 €,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,890 cc,119 cv,825 mm
0,Yamaha,T Max 560 2022,12.499 €,A/A2,Scooter,2022,www.yamaha-motor.eu/es/,562 cc,46 cv,800 mm
0,Yamaha,XSR 125 2021,4.399 €,A1,Naked,2021,www.yamaha-motor.eu/es/es/,124 cc,15 cv,815 mm
0,Yamaha,Tracer 7 2021,8.599 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,689 cc,74 cv,835 mm
0,Yamaha,X Max 300 2021,5.999 €,A2,Scooter,2021,www.yamaha-motor.eu/es/,292 cc,28 cv,795 mm
0,Yamaha,X Max 125 2021,4.999 €,A1,Scooter,2021,http://www.yamaha-motor.eu/es/index.aspx,124 cc,14 cv,800 mm
0,Yamaha,T Max 560 2021,12.499 €,A/A2,Scooter,2021,www.yamaha-motor.eu/es/,562 cc,46 cv,800 mm
0,Yamaha,Tracer 9 GT 2021,14.299 €,A,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,890 cc,119 cv,810 mm
0,Yamaha,Tracer 9 2021,11.799 €,A,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,890 cc,119 cv,810 mm
0,Yamaha,Tracer 7 GT 2021,9.359 €,A/A2,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,689 cc,72 cv,840 mm
0,Yamaha,MT 07 2021,6.999 €,A/A2,Naked,2021,www.yamaha-motor.eu/es/es/,689 cc,73 cv,805 mm
0,Yamaha,MT 09 2021,9.899 €,A,Naked,2021,http://www.yamaha-motor.eu/es/index.aspx,890 cc,119 cv,825 mm
0,Yamaha,Tracer 700 2020,8.599 €,A/A2,Trail,2020,http://www.yamaha-motor.eu/es/index.aspx,689 cc,72 cv,840 mm
0,Yamaha,T Max 560 Tech 2020,14.399 €,A/A2,Scooter,2019,www.yamaha-motor.eu/es/,562 cc,46 cv,800 mm
0,Yamaha,T Max 560 2020,12.499 €,A/A2,Scooter,2019,www.yamaha-motor.eu/es/,562 cc,46 cv,800 mm
0,Yamaha,MT 125 2020,4.549 €,A1,Naked,2019,www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
0,Yamaha,MT 03 2020,5.300 €,A2,Naked,2019,www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm
0,Yamaha,YZF R1M 2020,29.499 €,A,Deportiva,2019,http://www.yamaha-motor.eu/es/index.aspx,998 cc,200 cv,860 mm
0,Yamaha,YZF R1 2020,21.899 €,A,Deportiva,2019,http://www.yamaha-motor.eu/es/index.aspx,998 cc,200 cv,855 mm
0,Yamaha,Tenere 700 2019,9.499 €,A,Trail,2019,www.yamaha-motor.eu,689 cc,72 cv,880 mm
0,Yamaha,Niken 2019,17.399 €,A,Deportiva,2019,www.yamaha-motor.eu,847 cc,115 cv,820 mm
0,Yamaha,Tracer 700 GT 2019,8.299 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,689 cc,74 cv,835 mm
0,Yamaha,Tracer 700 2019,8.299 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,689 cc,74 cv,835 mm
0,Yamaha,Tracer 900 GT 2019,11.499 €,A,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,845 mm
0,Yamaha,Tracer 900 2019,11.499 €,A,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,845 mm
0,Yamaha,MT 10 Tourer Edition 2019,16.999 €,A,Naked,2019,www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm
0,Yamaha,MT 10 2019,15.799 €,A,Naked,2019,http://www.yamaha-motor.eu/es/index.aspx,998 cc,160 cv,825 mm
0,Yamaha,MT 125 2019,4.549 €,A1,Naked,2019,www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm
0,Yamaha,MT 03 2019,5.249 €,A2,Naked,2019,www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm
0,Yamaha,MT 07 2019,6.799 €,A/A2,Naked,2019,www.yamaha-motor.eu/es/es/,689 cc,75 cv,805 mm
0,Yamaha,MT 09 2019,9.799 €,A,Naked,2019,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,815 mm
0,Yamaha,XSR 900 2019,10.499 €,A,Naked,2019,www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm
0,Yamaha,XSR 700 2019,7.699 €,A/A2,Naked,2019,www.yamaha-motor.eu/es/es/,689 cc,75 cv,815 mm
0,Yamaha,YZF R125 2019,4.999 €,A1,Deportiva,2019,www.yamaha-motor.eu/es/es/,125 cc,15 cv,825 mm
0,Yamaha,T Max SX Sport Edition 2018,14.199 €,A,Scooter,2018,www.yamaha-motor.eu/es/,530 cc,46 cv,800 mm
0,Yamaha,MT 09 SP 2018,N.D.,A,Naked,2018,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,865 mm
0,Yamaha,MT 07,6.799 €,A/A2,Naked,2018,http://www.yamaha-motor.eu/es/index.aspx,689 cc,75 cv,805 mm
0,Yamaha,Tracer 900 GT 2018,13.299 €,A,Trail,2018,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,845 mm
0,Yamaha,Tracer 900 2018,11.499 €,A,Trail,2018,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,845 mm
0,Yamaha,X Max 125 2018,4.349 €,A1,Scooter,2018,http://www.yamaha-motor.eu/es/index.aspx,124 cc,14 cv,792 mm
0,Yamaha,X Max 400 2018,6.699 €,A2,Scooter,2018,http://www.yamaha-motor.eu/es/index.aspx,395 cc,32 cv,766 mm
0,Yamaha,Tricity 125 2017,3.699 €,A1,Scooter,2017,www.yamaha-motor.eu/es/,125 cc,12 cv,780 mm
0,Yamaha,X Max 300 2017,N.D.,A2,Scooter,2017,www.yamaha-motor.eu/es/,292 cc,28 cv,795 mm
0,Yamaha,T Max 2017,12.299 €,A/A2,Scooter,2017,www.yamaha-motor.eu/es/,530 cc,46 cv,800 mm
0,Yamaha,SCR 950 2017,N.D.,A,Naked,2017,www.yamaha-motor.eu/es/,942 cc,52 cv,830 mm
0,Yamaha,YZF R1,20.900 €,A,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,998 cc,200 cv,855 mm
0,Yamaha,YZF R1M,25.900 €,A,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,998 cc,200 cv,860 mm
0,Yamaha,XV 950 R,9.649 €,A/A2,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,942 cc,52 cv,690 mm
0,Yamaha,YZF R125,4.699 €,A1,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,124 cc,15 cv,810 mm
0,Yamaha,XV 950 Racer,9.849 €,A/A2,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,942 cc,52 cv,690 mm
0,Yamaha,YBR 125 Custom,2.699 €,A1,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,124 cc,10 cv,760 mm
0,Yamaha,YBR 125,2.599 €,A1,Naked,2016,http://www.yamaha-motor.eu/es/index.aspx,124 cc,10 cv,780 mm
0,Yamaha,YZF R6,13.849 €,A,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,599 cc,129 cv,850 mm
0,Yamaha,YZF R3,5.299 €,A2,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,321 cc,42 cv,780 mm
0,Yamaha,MT 09,7.899 €,A,Naked,2016,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,815 mm
0,Yamaha,Neo's,2.099 €,AM,Scooter,2016,http://www.yamaha-motor.eu/es/index.aspx,49 cc,3 cv,790 mm
0,Yamaha,X Max 125 2016,4.349 €,A1,Scooter,2016,http://www.yamaha-motor.eu/es/index.aspx,124 cc,14 cv,792 mm
0,Yamaha,XV 950,8.749 €,A/A2,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,942 cc,52 cv,690 mm
0,Yamaha,MT 09 Sport Tracker,8.599 €,A,Naked,2016,http://www.yamaha-motor.eu/es/index.aspx,847 cc,115 cv,815 mm
0,Yamaha,XT 660 Z Tenere,7.749 €,A,Trail,2016,http://www.yamaha-motor.eu/es/index.aspx,660 cc,48 cv,895 mm
0,Yamaha,X Max 250,4.749 €,A2,Scooter,2016,http://www.yamaha-motor.eu/es/index.aspx,249 cc,20 cv,785 mm
