,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento
0,BMW,M 1000 RR 2021,37.780 €,A,Deportiva,2021,www.bmw-motorrad.es,999 cc,212 cv,832 mm
0,BMW,R18 Classic 2021,27.300 €,A,Custom,2021,www.bmw-motorrad.es,1.802 cc,91 cv,690 mm
0,BMW,S 1000 R 2021,15.650 €,A,Naked,2021,www.bmw-motorrad.es,999 cc,165 cv,814 mm
0,BMW,G 310 R 2021,5.590 €,A2,Naked,2021,www.bmw-motorrad.es,313 cc,34 cv,785 mm
0,BMW,G 310 GS 40 Aniversario,6.250 €,A2,Trail,2021,www.bmw-motorrad.es,313 cc,34 cv,835 mm
0,BMW,G 310 GS 2021,6.390 €,A2,Trail,2021,www.bmw-motorrad.es,313 cc,34 cv,835 mm
0,BMW,BMW R 1250 GS 40 Aniversario,20.100 €,A,Trail,2021,www.bmw-motorrad.es,1.254 cc,136 cv,952 mm
0,BMW,BMW R 1250 GS Adventure 2021,20.100 €,A,Trail,2021,www.bmw-motorrad.es,1.254 cc,136 cv,952 mm
0,BMW,BMW R 1250 GS 2021,18.350 €,A,Trail,2021,www.bmw-motorrad.es,1.254 cc,136 cv,850 mm
0,BMW,S 1000 XR 2021,18.800 €,A,Touring,2021,www.bmw-motorrad.es,999 cc,165 cv,840 mm
0,BMW,S 1000 RR 2021,21.350 €,A,Deportiva,2021,www.bmw-motorrad.es,999 cc,207 cv,824 mm
0,BMW,K 1600 B 2021,28.600 €,A,Touring,2021,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,R 1250 RS 2021,15.650 €,A,Deportiva,2021,www.bmw-motorrad.es,1.254 cc,136 cv,820 mm
0,BMW,R 1250 R 2021,14.900 €,A,Naked,2021,www.bmw-motorrad.es,1.254 cc,136 cv,820 mm
0,BMW,K 1600 GTL 2021,28.200 €,A,Touring,2021,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,K 1600 GT 2021,27.300 €,A,Touring,2021,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,F 850 GS Adventure 40 Aniversario,13.350 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,95 cv,875 mm
0,BMW,F 850 GS Adventure 2021,13.350 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,95 cv,875 mm
0,BMW,F 850 GS 40 Aniversario,12.100 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,95 cv,860 mm
0,BMW,F 850 GS 2021,12.100 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,95 cv,860 mm
0,BMW,F 750 GS 40 Aniversario,9.650 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,77 cv,815 mm
0,BMW,F 750 GS 2021,9.650 €,A/A2,Trail,2021,https://www.bmw-motorrad.es,853 cc,77 cv,815 mm
0,BMW,R18 2020,24.590 €,A,Custom,2020,www.bmw-motorrad.es,1.802 cc,91 cv,690 mm
0,BMW,F 900 XR 2020,11.950 €,A/A2,Touring,2019,www.bmw-motorrad.es,895 cc,105 cv,860 mm
0,BMW,F 900 R 2020,8.995 €,A/A2,Touring,2019,www.bmw-motorrad.es,895 cc,105 cv,815 mm
0,BMW,S 1000 XR 2020,17.200 €,A,Touring,2020,www.bmw-motorrad.es,999 cc,165 cv,840 mm
0,BMW,R Nine T Urban GS Puntapunta 2020,14.100 €,A / A2,Trail,2019,www.bmw-motorrad.es,1.170 cc,110 cv,850 mm
0,BMW,R NineT 5 2020,16.450 €,A,Naked,2019,www.bmw-motorrad.es,1.170 cc,110 cv,785 mm
0,BMW,R 1250 RT 2020,20.050 €,A,Touring,2019,www.bmw-motorrad.es,1.254 cc,136 cv,805 mm
0,BMW,K 1600 B Grand America 2020,29.927 €,A,Touring,2019,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,K 1600 B 2020,26.200 €,A,Touring,2019,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,K 1600 GTL 2020,27.100 €,A,Touring,2019,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,K 1600 GT 2020,26.200 €,A,Touring,2019,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,S 1000 RR 2020,21.250 €,A,Deportiva,2020,www.bmw-motorrad.es,999 cc,207 cv,824 mm
0,BMW,S 1000 R 2020,15.650 €,A,Naked,2019,www.bmw-motorrad.es,999 cc,165 cv,814 mm
0,BMW,F 850 GS Rallye 2020,13.200 €,A/A2,Trail,2019,https://www.bmw-motorrad.es,853 cc,95 cv,860 mm
0,BMW,C 650 GT 2020,12.821 €,A/A2,Scooter,2019,www.bmw-motorrad.es,647 cc,60 cv,780 mm
0,BMW,C 650 Sport 2020,13.135 €,A/A2,Scooter,2020,www.bmw-motorrad.es,647 cc,60 cv,810 mm
0,BMW,G 310 GS 2020,6.200 €,A2,Trail,2019,www.bmw-motorrad.es,313 cc,34 cv,835 mm
0,BMW,G 310 R 2020,5.350 €,A2,Naked,2019,www.bmw-motorrad.es,313 cc,34 cv,785 mm
0,BMW,S 1000 RR 2019,21.250 €,A,Deportiva,2019,www.bmw-motorrad.es,999 cc,207 cv,824 mm
0,BMW,R 1250 R HP 2019,14.800 €,A,Deportiva,2019,www.bmw-motorrad.es,1.254 cc,136 cv,820 mm
0,BMW,R 1250 R 2019,14.800 €,A,Deportiva,2019,www.bmw-motorrad.es,1.254 cc,136 cv,820 mm
0,BMW,R 1250 RS 2019,15.650 €,A,Deportiva,2019,www.bmw-motorrad.es,1.254 cc,136 cv,820 mm
0,BMW,BMW R 1250 GS Adventure 2019,19.950 €,A,Trail,2019,www.bmw-motorrad.es,1.254 cc,136 cv,952 mm
0,BMW,F 850 GS Adventure 2019,13.200 €,A/A2,Trail,2019,https://www.bmw-motorrad.es,853 cc,95 cv,875 mm
0,BMW,C 400 GT 2019,8.606 €,A2,Scooter,2019,https://www.bmw-motorrad.es,350 cc,34 cv,775 mm
0,BMW,BMW R 1250 GS 2019,18.200 €,A,Trail,2019,www.bmw-motorrad.es,1.254 cc,136 cv,850 mm
0,BMW,BMW R 1250 GS HP 2019,18.200 €,A,Trail,2019,www.bmw-motorrad.es,1.254 cc,136 cv,850 mm
0,BMW,R 1250 RT 2019,20.050 €,A,Touring,2019,www.bmw-motorrad.es,1.254 cc,136 cv,805 mm
0,BMW,R Nine T Racer 2018,14.400 €,A / A2,Deportiva,2017,www.bmw-motorrad.es,1.170 cc,110 cv,1.105 mm
0,BMW,R Nine T Urban GS 2018,14.100 €,A / A2,Trail,2017,www.bmw-motorrad.es,1.170 cc,110 cv,850 mm
0,BMW,K 1600 Grand America 2018,29.917 €,A,Touring,2018,www.bmw-motorrad.es,1.649 cc,160 cv,780 mm
0,BMW,C 400 X 2018,7.506 €,A2,Scooter,2018,https://www.bmw-motorrad.es,350 cc,34 cv,775 mm
0,BMW,F 750 GS,9.560 €,A/A2,Trail,2018,https://www.bmw-motorrad.es,853 cc,77 cv,815 mm
0,BMW,F 850 GS 2018,11.860 €,A/A2,Trail,2018,https://www.bmw-motorrad.es,853 cc,95 cv,860 mm
0,BMW,R nineT Motorrad Spezial,15.550 €,A,Custom,2018,www.bmw-motorrad.es,1.170 cc,110 cv,785 mm
0,BMW,R 1200 RT 2018,18.900 €,A,Touring,2018,www.bmw-motorrad.es,1.170 cc,125 cv,805 mm
0,BMW,BMW R 1200 GS 2018,16.600 €,A,Trail,2018,www.bmw-motorrad.es,1.170 cc,125 cv,850 mm
0,BMW,S 1000 R 2017,14.350 €,A,Naked,2017,www.bmw-motorrad.es,999 cc,165 cv,814 mm
0,BMW,BMW R 1200 GS 2017,16.600 €,A,Trail,2017,www.bmw-motorrad.es,1.170 cc,125 cv,850 mm
0,BMW,K 1600 GT 2017,24.600 €,A,Touring,2017,www.bmw-motorrad.es,1.649 cc,160 cv,810 mm
0,BMW,K 1600 GTL Bagger 2017,N.D.,A,Custom,2017,www.bmw-motorrad.es,1.649 cc,160 cv,780 mm
0,BMW,G 310 GS 2017,6.050 €,A2,Trail,2017,www.bmw-motorrad.es,313 cc,34 cv,835 mm
0,BMW,C 650 GT,11.700 €,A/A2,Scooter,2016,www.bmw-motorrad.es,647 cc,60 cv,780 mm
0,BMW,C 650 SPORT,11.400 €,A/A2,Scooter,2016,www.bmw-motorrad.es,647 cc,60 cv,810 mm
0,BMW,HP4,23.750 €,A,Deportiva,2016,www.bmw-motorrad.es,999 cc,193 cv,820 mm
0,BMW,S 1000 RR,18.950 €,A,Deportiva,2016,www.bmw-motorrad.es,999 cc,198 cv,815 mm
0,BMW,F 800 GS,11.200 €,A/A2,Trail,2016,www.bmw-motorrad.es,798 cc,85 cv,880 mm
0,BMW,K 1600 GTL,25.100 €,A,Touring,2016,www.bmw-motorrad.es,1.649 cc,160 cv,750 mm
0,BMW,S 1000 XR,17.200 €,A,Touring,2016,www.bmw-motorrad.es,999 cc,160 cv,840 mm
0,BMW,F 700 GS,9.000 €,A/A2,Trail,2016,www.bmw-motorrad.es,798 cc,75 cv,820 mm
0,BMW,R 1200 R,13.600 €,A,Naked,2016,www.bmw-motorrad.es,1.170 cc,125 cv,790 mm
0,BMW,R 1200 GS,16.600 €,A,Trail,2016,www.bmw-motorrad.es,1.170 cc,125 cv,850 mm
0,BMW,R 1200 RS,14.500 €,A,Deportiva,2016,www.bmw-motorrad.es,1.170 cc,125 cv,820 mm
0,BMW,F 800 GT,10.400 €,A/A2,Touring,2016,www.bmw-motorrad.es,798 cc,90 cv,800 mm
0,BMW,R 1200 RT 2016,18.900 €,A,Touring,2016,www.bmw-motorrad.es,1.170 cc,125 cv,805 mm
0,BMW,F 800 R,9.100 €,A/A2,Naked,2016,www.bmw-motorrad.es,798 cc,90 cv,790 mm
0,BMW,R nineT,16.450 €,A,Custom,2016,www.bmw-motorrad.es,1.170 cc,110 cv,785 mm
0,BMW,G 310 R,5.200 €,A2,Naked,2016,www.bmw-motorrad.es,313 cc,34 cv,785 mm
0,BMW,R nineT Scrambler,14.100 €,A,Custom,2016,www.bmw-motorrad.es,1.170 cc,110 cv,785 mm
0,BMW,G 650 GS,7.500 €,A2,Trail,2016,www.bmw-motorrad.es,652 cc,48 cv,800 mm
0,BMW,S 1000 R,14.350 €,A,Naked,2016,www.bmw-motorrad.es,999 cc,160 cv,814 mm
0,Ducati,Panigale V4 SP2 2022,42.390 €,A,Deportiva,2022,http://www.ducati.es,1.103 cc,215 cv,835 mm
0,Ducati,1260 XDiavel Nera,N.D.,A,Custom,2022,www.ducati.es,1.262 cc,160 cv,780 mm
0,Ducati,Panigale V4S 2022,32.990 €,A,Deportiva,2022,www.ducati.com/es/es/,1.103 cc,215 cv,850 mm
0,Ducati,Panigale V4 2022,27.390 €,A,Deportiva,2022,www.ducati.com/es/es/,1.103 cc,215 cv,850 mm
0,Ducati,Desert X 2022,16.290 €,A,Trail,2022,www.ducati.es,937 cc,110 cv,875 mm
0,Ducati,Streetfighter V4 SP 2022,34.990 €,A,Naked,2022,http://www.ducati.es,1.103 cc,208 cv,845 mm
0,Ducati,Streetfighter V2 2022,17.990 €,A,Naked,2022,www.ducati.com/es/es/,955 cc,153 cv,845 mm
0,Ducati,Scrambler Urban Motard 2022,11.690 €,A/A2,Naked,2022,www.ducati.es,803 cc,73 cv,805 mm
0,Ducati,Scrambler 1100 Tribute Pro 2022,14.290 €,A,Naked,2022,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,Multistrada V4 S 2022,23.990 €,A,Trail,2022,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Multistrada V4 S Travel 2022,23.990 €,A,Trail,2022,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Multistrada V4 2022,20.890 €,A,Trail,2022,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Multistrada V2 S Travel 2022,18.820 €,A,Trail,2022,www.ducati.es,937 cc,113 cv,830 mm
0,Ducati,Multistrada V2 S 2022,17.590 €,A,Trail,2022,www.ducati.es,937 cc,113 cv,830 mm
0,Ducati,Multistrada V2 2022,14.990 €,A,Trail,2022,www.ducati.es,937 cc,113 cv,830 mm
0,Ducati,Panigale V2 Troy Bayliss 2021,22.490 €,A,Deportiva,2021,www.ducati.com/es/es/,955 cc,155 cv,840 mm
0,Ducati,1260 Diavel S Black and Steel 2021,25.190 €,A,Custom,2021,www.ducati.es,1.262 cc,162 cv,780 mm
0,Ducati,Monster Plus A2 2021,12.190 €,A2,Naked,2021,www.ducati.es,937 cc,47 cv,800 mm
0,Ducati,Monster A2 2021,11.790 €,A/A2,Naked,2021,www.ducati.es,937 cc,47 cv,800 mm
0,Ducati,Monster Plus 2021,12.190 €,A/A2,Naked,2021,www.ducati.es,937 cc,111 cv,800 mm
0,Ducati,Monster 2021,11.790 €,A/A2,Naked,2021,www.ducati.es,937 cc,111 cv,800 mm
0,Ducati,1260 Diavel Lamborghini 2021,N.D.,A,Custom,2021,www.ducati.es,1.262 cc,162 cv,780 mm
0,Ducati,Panigale V4 SP 2021,39.990 €,A,Deportiva,2021,http://www.ducati.es,1.103 cc,214 cv,835 mm
0,Ducati,Panigale V4 S 2021,31.890 €,A,Deportiva,2021,http://www.ducati.es,1.103 cc,214 cv,835 mm
0,Ducati,Panigale V4 2021,26.490 €,A,Deportiva,2021,www.ducati.com/es/es/,1.103 cc,214 cv,835 mm
0,Ducati,Panigale V2 2021,18.490 €,A,Deportiva,2021,www.ducati.com/es/es/,955 cc,155 cv,840 mm
0,Ducati,Supersport 950 S 2021,15.990 €,A,Deportiva,2021,www.ducati.com/es/es/,937 cc,110 cv,810 mm
0,Ducati,Supersport 950 2021,13.990 €,A,Deportiva,2021,www.ducati.com/es/es/,937 cc,110 cv,810 mm
0,Ducati,Multistrada V4 S Sport 2021,N.D.,A,Trail,2021,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Multistrada V4 S 2021,23.990 €,A,Trail,2021,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Multistrada V4 2021,20.890 €,A,Trail,2021,www.ducati.com/es/,1.158 cc,170 cv,840 mm
0,Ducati,Scrambler 1100 Pro 2020,13.790 €,A/A2,Naked,2020,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,Scrambler 1100 Sport Pro 2020,15.790 €,A/A2,Naked,2020,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,Panigale V4 Superleggera 2020,N.D.,A,Deportiva,2020,http://www.ducati.es,998 cc,234 cv,835 mm
0,Ducati,Multistrada 1260 Grand Tour 2020,22.890 €,A,Trail,2019,http://www.ducati.es,1.262 cc,158 cv,825 mm
0,Ducati,Panigale V4 S 2020,31.590 €,A,Deportiva,2019,http://www.ducati.es,1.103 cc,214 cv,830 mm
0,Ducati,Panigale V4 2020,26.190 €,A,Deportiva,2019,http://www.ducati.es,1.103 cc,214 cv,830 mm
0,Ducati,Panigale V2 2020,18.490 €,A,Deportiva,2019,www.ducati.es,955 cc,155 cv,840 mm
0,Ducati,Streetfighter V4 S 2020,25.490 €,A,Naked,2020,http://www.ducati.es,1.103 cc,208 cv,845 mm
0,Ducati,Streetfighter V4 2020,21.990 €,A,Naked,2020,http://www.ducati.es,1.103 cc,208 cv,845 mm
0,Ducati,Monster 1200 S Black on Black 2020,18.090 €,A,Naked,2019,www.ducati.es,1.198 cc,150 cv,795 mm
0,Ducati,Panigale V4 25 Aniversario 916,48.000 €,A,Deportiva,2019,http://www.ducati.es,1.103 cc,214 cv,830 mm
0,Ducati,Panigale V4 R 2019,39.990 €,A,Deportiva,2019,http://www.ducati.es,998 cc,221 cv,830 mm
0,Ducati,950 Hypermotard SP 2019,16.890 €,A,Deportiva,2019,www.ducati.es,937 cc,114 cv,870 mm
0,Ducati,950 Hypermotard 2019,16.890 €,A,Deportiva,2019,www.ducati.es,937 cc,114 cv,870 mm
0,Ducati,Monster 797 Plus 2019,9.090 €,A/A2,Naked,2019,www.ducati.es,803 cc,75 cv,805 mm
0,Ducati,Monster 821 Stealth 2019,12.590 €,A,Naked,2019,www.ducati.es,821 cc,109 cv,785 mm
0,Ducati,Multistrada 950 2019,14.390 €,A,Trail,2019,www.ducati.es,937 cc,113 cv,840 mm
0,Ducati,Multistrada 950 S 2019,16.390 €,A,Trail,2019,www.ducati.es,937 cc,113 cv,840 mm
0,Ducati,1260 Diavel S 2019,23.590 €,A,Custom,2019,www.ducati.es,1.262 cc,159 cv,780 mm
0,Ducati,1260 Diavel 2019,20.390 €,A,Custom,2019,www.ducati.es,1.262 cc,159 cv,780 mm
0,Ducati,XDiavel S 2019,23.790 €,A,Custom,2019,www.ducati.es,1.262 cc,156 cv,755 mm
0,Ducati,Multistrada 1260 Enduro 2019,21.890 €,A,Trail,2019,http://www.ducati.es,1.262 cc,158 cv,860 mm
0,Ducati,Scrambler Cafe Racer 2019,11.690 €,A/A2,Naked,2019,www.ducati.es,803 cc,73 cv,805 mm
0,Ducati,Scrambler Desert Sled 2019,11.790 €,A/A2,Trail,2019,www.ducati.es,803 cc,73 cv,860 mm
0,Ducati,Scrambler Full Throttle 2019,10.790 €,A/A2,Naked,2019,www.ducati.es,803 cc,73 cv,798 mm
0,Ducati,Scrambler Icon 2019,9.190 €,A/A2,Naked,2019,www.ducati.es,803 cc,73 cv,798 mm
0,Ducati,Monster 1200 25 aniversario 2018,20.690 €,A,Naked,2018,www.ducati.es,1.198 cc,147 cv,795 mm
0,Ducati,Scrambler Sport 1100 2018,15.190 €,A/A2,Naked,2018,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,Scrambler 1100 Special 2018,14.490 €,A/A2,Naked,2018,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,XDiavel S 2018,23.790 €,A,Custom,2018,www.ducati.es,1.262 cc,156 cv,755 mm
0,Ducati,Multistrada 1260,17.890 €,A,Trail,2018,http://www.ducati.es,1.262 cc,158 cv,825 mm
0,Ducati,Scrambler 1100,13.190 €,A/A2,Naked,2018,http://www.ducati.es,1.079 cc,86 cv,810 mm
0,Ducati,Panigale V4 2018,25.190 €,A,Deportiva,2018,http://www.ducati.es,1.103 cc,214 cv,830 mm
0,Ducati,Monster 821 2018,10.990 €,A,Naked,2018,www.ducati.es,821 cc,109 cv,785 mm
0,Ducati,Multistrada Enduro Pro,16.990 €,A,Trail,2017,www.ducati.es,1.198 cc,152 cv,870 mm
0,Ducati,Monster 1200 2017,13.990 €,A,Naked,2017,www.ducati.es,1.198 cc,150 cv,795 mm
0,Ducati,Scrambler Desert Sled 2017,11.190 €,A/ A2,Trail,2017,www.ducati.es,803 cc,75 cv,860 mm
0,Ducati,Scrambler Café Racer 2017,8.990 €,A/ A2,Naked,2017,www.ducati.es,803 cc,75 cv,805 mm
0,Ducati,Multistrada 950 2017,13.990 €,A,Trail,2017,www.ducati.es,937 cc,113 cv,840 mm
0,Ducati,Monster 821 2017,10.490 €,A,Naked,2017,www.ducati.es,821 cc,112 cv,785 mm
0,Ducati,Monster 797 2017,8.990 €,A/ A2,Naked,2017,www.ducati.es,803 cc,75 cv,805 mm
0,Ducati,Monster 1200 S 2017,17.290 €,A,Naked,2017,www.ducati.es,1.198 cc,150 cv,795 mm
0,Ducati,Ducati 939 Supersport 2017,13.290 €,A,Deportiva,2017,www.ducati.es,937 cc,113 cv,810 mm
0,Ducati,Scrambler Full Throttle,10.350 €,A,Naked,2016,http://www.ducati.es/,803 cc,75 cv,790 mm
0,Ducati,Scrambler Icon,8.790 €,A,Naked,2016,www.ducati.es,803 cc,75 cv,790 mm
0,Ducati,Scrambler Sixty 2,7.790 €,A2,Naked,2016,www.ducati.es,399 cc,41 cv,790 mm
0,Ducati,Diavel Carbon,22.290 €,A,Naked,2016,http://www.ducati.es/,1.184 cc,162 cv,770 mm
0,Ducati,959 Panigale 2016,16.690 €,A,Deportiva,2016,http://www.ducati.es/,955 cc,158 cv,830 mm
0,Ducati,Scrambler Classic,10.350 €,A/A2,Custom,2016,www.ducati.com,803 cc,75 cv,790 mm
0,Ducati,939 Hypermotard,N.D.,A/A2,Touring,2016,www.ducati.es,937 cc,113 cv,870 mm
0,Ducati,XDiavel 2016,N.D.,A,Custom,2016,www.ducati.es,1.262 cc,156 cv,755 mm
0,Ducati,899 Panigale,16.240 €,A,Deportiva,2016,www.ducati.es,898 cc,148 cv,830 mm
0,Ducati,939 Hyperstrada,N.D.,A/A2,Touring,2016,www.ducati.es,937 cc,113 cv,810 mm
0,Ducati,Diavel,19.450 €,A,Custom,2016,www.ducati.es,1.184 cc,162 cv,770 mm
0,Ducati,Hypermotard 939 SP,N.D.,A/A2,Trail,2016,www.ducati.es,937 cc,113 cv,870 mm
0,Ducati,Monster 1200,13.490 €,A,Naked,2016,www.ducati.es,1.198 cc,135 cv,785 mm
