,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento,URL imágenes,URL logos
92,BMW,R 1250 R 2019,14.800 €,A,Deportiva,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-r-2019-.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
93,BMW,R 1250 RS 2019,15.650 €,A,Deportiva,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-rs-2019-.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
94,BMW,BMW R 1250 GS Adventure 2019,19.950 €,A,Trail,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,952 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-gs-adventure-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
95,BMW,F 850 GS Adventure 2019,13.200 €,A/A2,Trail,2019,https://www.bmw-motorrad.es,853 cc,95 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-f-850-gs-adventure-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
96,BMW,C 400 GT 2019,8.606 €,A2,Scooter,2019,https://www.bmw-motorrad.es,350 cc,34 cv,775 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-c-400-gt-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
97,BMW,BMW R 1250 GS 2019,18.200 €,A,Trail,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-gs-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
98,BMW,BMW R 1250 GS HP 2019,18.200 €,A,Trail,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-gs-hp-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
99,BMW,R 1250 RT 2019,20.050 €,A,Touring,2019,https://www.bmw-motorrad.es,1.254 cc,136 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1250-rt-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
100,BMW,R Nine T Racer 2018,14.400 €,A / A2,Deportiva,2017,https://www.bmw-motorrad.es,1.170 cc,110 cv,1.105 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-ninet-racer.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
101,BMW,R Nine T Urban GS 2018,14.100 €,A / A2,Trail,2017,https://www.bmw-motorrad.es,1.170 cc,110 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-nine_t_urban_gs.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
102,BMW,K 1600 Grand America 2018,29.917 €,A,Touring,2018,https://www.bmw-motorrad.es,1.649 cc,160 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-k-1600-grand-america.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
103,BMW,C 400 X 2018,7.506 €,A2,Scooter,2018,https://www.bmw-motorrad.es,350 cc,34 cv,775 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-c-400-x.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
104,BMW,F 750 GS,9.560 €,A/A2,Trail,2018,https://www.bmw-motorrad.es,853 cc,77 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-f-750-gs-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
105,BMW,F 850 GS 2018,11.860 €,A/A2,Trail,2018,https://www.bmw-motorrad.es,853 cc,95 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-f-850-gs-2018-3.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
106,BMW,R nineT Motorrad Spezial,15.550 €,A,Custom,2018,https://www.bmw-motorrad.es,1.170 cc,110 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-ninet-motorrad-spezial.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
107,BMW,R 1200 RT 2018,18.900 €,A,Touring,2018,https://www.bmw-motorrad.es,1.170 cc,125 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1200-rt-2018-fich.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
108,BMW,BMW R 1200 GS 2018,16.600 €,A,Trail,2018,https://www.bmw-motorrad.es,1.170 cc,125 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-r-1200-gs-2018-fich.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
109,BMW,S 1000 R 2017,14.350 €,A,Naked,2017,https://www.bmw-motorrad.es,999 cc,165 cv,814 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_s_1000_r_2017_1.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
110,BMW,BMW R 1200 GS 2017,16.600 €,A,Trail,2017,https://www.bmw-motorrad.es,1.170 cc,125 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/2017_bmw-r-1200-gs.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
111,BMW,K 1600 GT 2017,24.600 €,A,Touring,2017,https://www.bmw-motorrad.es,1.649 cc,160 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-k-1600-gt-2017.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
112,BMW,G 310 GS 2017,6.050 €,A2,Trail,2017,https://www.bmw-motorrad.es,313 cc,34 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-g-310-gs.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
113,BMW,C 650 SPORT,11.400 €,A/A2,Scooter,2016,https://www.bmw-motorrad.es,647 cc,60 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_c_650_sport_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
114,BMW,C 650 GT,11.700 €,A/A2,Scooter,2016,https://www.bmw-motorrad.es,647 cc,60 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_c_650_gt_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
115,BMW,R 1200 GS,16.600 €,A,Trail,2016,https://www.bmw-motorrad.es,1.170 cc,125 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_r_1200_gs_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
116,BMW,R 1200 RS,14.500 €,A,Deportiva,2016,https://www.bmw-motorrad.es,1.170 cc,125 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_r_1200_rs_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
117,BMW,F 800 GT,10.400 €,A/A2,Touring,2016,https://www.bmw-motorrad.es,798 cc,90 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_f_800_gt_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
118,BMW,R 1200 RT 2016,18.900 €,A,Touring,2016,https://www.bmw-motorrad.es,1.170 cc,125 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_r_1200_rt_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
119,BMW,F 800 R,9.100 €,A/A2,Naked,2016,https://www.bmw-motorrad.es,798 cc,90 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_f_800_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
120,BMW,R nineT,16.450 €,A,Custom,2016,https://www.bmw-motorrad.es,1.170 cc,110 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_r_ninet_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
121,BMW,G 310 R,5.200 €,A2,Naked,2016,https://www.bmw-motorrad.es,313 cc,34 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_g_310_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
122,BMW,R nineT Scrambler,14.100 €,A,Custom,2016,https://www.bmw-motorrad.es,1.170 cc,110 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw-nine-t-scrambler.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
123,BMW,G 650 GS,7.500 €,A2,Trail,2016,https://www.bmw-motorrad.es,652 cc,48 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_g_650_gs_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
124,BMW,S 1000 R,14.350 €,A,Naked,2016,https://www.bmw-motorrad.es,999 cc,160 cv,814 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_s_1000_r.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
125,BMW,HP4,23.750 €,A,Deportiva,2016,https://www.bmw-motorrad.es,999 cc,193 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/2016_bmw_hp4.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
126,BMW,S 1000 RR,18.950 €,A,Deportiva,2016,https://www.bmw-motorrad.es,999 cc,198 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_s_1000_rr_1.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
127,BMW,F 800 GS,11.200 €,A/A2,Trail,2016,https://www.bmw-motorrad.es,798 cc,85 cv,880 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_f_800_gs_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
128,BMW,K 1600 GTL,25.100 €,A,Touring,2016,https://www.bmw-motorrad.es,1.649 cc,160 cv,750 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_k_1600_gtl_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
129,BMW,S 1000 XR,17.200 €,A,Touring,2016,https://www.bmw-motorrad.es,999 cc,160 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_s_1000_xr_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
130,BMW,F 700 GS,9.000 €,A/A2,Trail,2016,https://www.bmw-motorrad.es,798 cc,75 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_f_700_gs_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
131,BMW,R 1200 R,13.600 €,A,Naked,2016,https://www.bmw-motorrad.es,1.170 cc,125 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/bmw_r_1200_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo_bmw.png
132,Ducati,Panigale V4 SP2 2022,42.390 €,A,Deportiva,2022,https://www.ducati.com/es/es/,1.103 cc,215 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-sp2-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
133,Ducati,Panigale V4S 2022,32.990 €,A,Deportiva,2022,https://www.ducati.com/es/es/,1.103 cc,215 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4s-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
134,Ducati,Panigale V4 2022,27.390 €,A,Deportiva,2022,https://www.ducati.com/es/es/,1.103 cc,215 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
135,Ducati,Desert X 2022,16.290 €,A,Trail,2022,https://www.ducati.com/es/es/,937 cc,110 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_desert_x_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
136,Ducati,Streetfighter V4 SP 2022,34.990 €,A,Naked,2022,https://www.ducati.com/es/es/,1.103 cc,208 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-streetfighter-v4_sp-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
137,Ducati,Streetfighter V2 2022,17.990 €,A,Naked,2022,https://www.ducati.com/es/es/,955 cc,153 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-streetfighter-v2_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
138,Ducati,Scrambler Urban Motard 2022,11.690 €,A/A2,Naked,2022,https://www.ducati.com/es/es/,803 cc,73 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler_urbanmotard_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
139,Ducati,Scrambler 1100 Tribute Pro 2022,14.290 €,A,Naked,2022,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler_1100-tributepro_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
140,Ducati,Multistrada V4 S 2022,23.990 €,A,Trail,2022,https://www.ducati.com/es/es/,1.158 cc,170 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v4-s_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
141,Ducati,Multistrada V4 S Travel 2022,23.990 €,A,Trail,2022,https://www.ducati.com/es/es/,1.158 cc,170 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v4-s-travel_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
142,Ducati,Multistrada V4 2022,20.890 €,A,Trail,2022,https://www.ducati.com/es/es/,1.158 cc,170 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v4_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
143,Ducati,Multistrada V2 S Travel 2022,18.820 €,A,Trail,2022,https://www.ducati.com/es/es/,937 cc,113 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v2-s-travel_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
144,Ducati,Multistrada V2 S 2022,17.590 €,A,Trail,2022,https://www.ducati.com/es/es/,937 cc,113 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v2-s_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
145,Ducati,Multistrada V2 2022,14.990 €,A,Trail,2022,https://www.ducati.com/es/es/,937 cc,113 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multistrada_v2_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
146,Ducati,Panigale V2 Troy Bayliss 2021,22.490 €,A,Deportiva,2021,https://www.ducati.com/es/es/,955 cc,155 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v2_bayliss-20th-anniversary.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
147,Ducati,1260 Diavel S Black and Steel 2021,25.190 €,A,Custom,2021,https://www.ducati.com/es/es/,1.262 cc,162 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_diavel_1260_s_black-steel-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
148,Ducati,Monster Plus A2 2021,12.190 €,A2,Naked,2021,https://www.ducati.com/es/es/,937 cc,47 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster_plus-a2.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
149,Ducati,Monster A2 2021,11.790 €,A/A2,Naked,2021,https://www.ducati.com/es/es/,937 cc,47 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster-a2.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
150,Ducati,Monster Plus 2021,12.190 €,A/A2,Naked,2021,https://www.ducati.com/es/es/,937 cc,111 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster-plus-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
151,Ducati,Monster 2021,11.790 €,A/A2,Naked,2021,https://www.ducati.com/es/es/,937 cc,111 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
152,Ducati,Panigale V4 SP 2021,39.990 €,A,Deportiva,2021,https://www.ducati.com/es/es/,1.103 cc,214 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_panigale_v4_sp-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
153,Ducati,Panigale V4 S 2021,31.890 €,A,Deportiva,2021,https://www.ducati.com/es/es/,1.103 cc,214 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale_v4_s-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
154,Ducati,Panigale V4 2021,26.490 €,A,Deportiva,2021,https://www.ducati.com/es/es/,1.103 cc,214 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_panigale_v4-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
155,Ducati,Panigale V2 2021,18.490 €,A,Deportiva,2021,https://www.ducati.com/es/es/,955 cc,155 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_panigale_v2-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
156,Ducati,Supersport 950 S 2021,15.990 €,A,Deportiva,2021,https://www.ducati.com/es/es/,937 cc,110 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_supersport_950_s-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
157,Ducati,Supersport 950 2021,13.990 €,A,Deportiva,2021,https://www.ducati.com/es/es/,937 cc,110 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_supersport_950-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
158,Ducati,Multistrada V4 S 2021,23.990 €,A,Trail,2021,https://www.ducati.com/es/es/,1.158 cc,170 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-v4-s-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
159,Ducati,Multistrada V4 2021,20.890 €,A,Trail,2021,https://www.ducati.com/es/es/,1.158 cc,170 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-v4-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
160,Ducati,Scrambler 1100 Pro 2020,13.790 €,A/A2,Naked,2020,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-1100-pro-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
161,Ducati,Scrambler 1100 Sport Pro 2020,15.790 €,A/A2,Naked,2020,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-1100-sport-pro-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
162,Ducati,Multistrada 1260 Grand Tour 2020,22.890 €,A,Trail,2019,https://www.ducati.com/es/es/,1.262 cc,158 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-1260-grand-tour-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
163,Ducati,Panigale V4 S 2020,31.590 €,A,Deportiva,2019,https://www.ducati.com/es/es/,1.103 cc,214 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-s-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
164,Ducati,Panigale V4 2020,26.190 €,A,Deportiva,2019,https://www.ducati.com/es/es/,1.103 cc,214 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
165,Ducati,Panigale V2 2020,18.490 €,A,Deportiva,2019,https://www.ducati.com/es/es/,955 cc,155 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v2-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
166,Ducati,Streetfighter V4 S 2020,25.490 €,A,Naked,2020,https://www.ducati.com/es/es/,1.103 cc,208 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-streetfighter-v4s-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
167,Ducati,Streetfighter V4 2020,21.990 €,A,Naked,2020,https://www.ducati.com/es/es/,1.103 cc,208 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-streetfighter-v4-2020_1.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
168,Ducati,Monster 1200 S Black on Black 2020,18.090 €,A,Naked,2019,https://www.ducati.com/es/es/,1.198 cc,150 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-1200-s-black-on-black-4.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
169,Ducati,Panigale V4 25 Aniversario 916,48.000 €,A,Deportiva,2019,https://www.ducati.com/es/es/,1.103 cc,214 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-25-aniversario-916.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
170,Ducati,Panigale V4 R 2019,39.990 €,A,Deportiva,2019,https://www.ducati.com/es/es/,998 cc,221 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4r-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
171,Ducati,950 Hypermotard SP 2019,16.890 €,A,Deportiva,2019,https://www.ducati.com/es/es/,937 cc,114 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-hypermotard-950-sp-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
172,Ducati,950 Hypermotard 2019,16.890 €,A,Deportiva,2019,https://www.ducati.com/es/es/,937 cc,114 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-hypermotard-950-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
173,Ducati,Monster 797 Plus 2019,9.090 €,A/A2,Naked,2019,https://www.ducati.com/es/es/,803 cc,75 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster-797_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
174,Ducati,Monster 821 Stealth 2019,12.590 €,A,Naked,2019,https://www.ducati.com/es/es/,821 cc,109 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-821-stealth-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
175,Ducati,Multistrada 950 2019,14.390 €,A,Trail,2019,https://www.ducati.com/es/es/,937 cc,113 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-950-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
176,Ducati,Multistrada 950 S 2019,16.390 €,A,Trail,2019,https://www.ducati.com/es/es/,937 cc,113 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-950-s-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
177,Ducati,1260 Diavel S 2019,23.590 €,A,Custom,2019,https://www.ducati.com/es/es/,1.262 cc,159 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-diavel-1260-s-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
178,Ducati,1260 Diavel 2019,20.390 €,A,Custom,2019,https://www.ducati.com/es/es/,1.262 cc,159 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-diavel-1260-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
179,Ducati,XDiavel S 2019,23.790 €,A,Custom,2019,https://www.ducati.com/es/es/,1.262 cc,156 cv,755 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-x-diavel-s-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
180,Ducati,Multistrada 1260 Enduro 2019,21.890 €,A,Trail,2019,https://www.ducati.com/es/es/,1.262 cc,158 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-1260-enduro-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
181,Ducati,Scrambler Cafe Racer 2019,11.690 €,A/A2,Naked,2019,https://www.ducati.com/es/es/,803 cc,73 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-cafe-racer-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
182,Ducati,Scrambler Desert Sled 2019,11.790 €,A/A2,Trail,2019,https://www.ducati.com/es/es/,803 cc,73 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-desert-sled-2019-2.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
183,Ducati,Scrambler Full Throttle 2019,10.790 €,A/A2,Naked,2019,https://www.ducati.com/es/es/,803 cc,73 cv,798 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-full-throttle-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
184,Ducati,Scrambler Icon 2019,9.190 €,A/A2,Naked,2019,https://www.ducati.com/es/es/,803 cc,73 cv,798 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-icon-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
185,Ducati,Monster 1200 25 aniversario 2018,20.690 €,A,Naked,2018,https://www.ducati.com/es/es/,1.198 cc,147 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-1200-25-aniversario.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
186,Ducati,Scrambler Sport 1100 2018,15.190 €,A/A2,Naked,2018,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-1100-sport-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
187,Ducati,Scrambler 1100 Special 2018,14.490 €,A/A2,Naked,2018,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-1100-special-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
188,Ducati,XDiavel S 2018,23.790 €,A,Custom,2018,https://www.ducati.com/es/es/,1.262 cc,156 cv,755 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-x-diavel-s-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
189,Ducati,Multistrada 1260,17.890 €,A,Trail,2018,https://www.ducati.com/es/es/,1.262 cc,158 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-1260-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
190,Ducati,Scrambler 1100,13.190 €,A/A2,Naked,2018,https://www.ducati.com/es/es/,1.079 cc,86 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-1100.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
191,Ducati,Panigale V4 2018,25.190 €,A,Deportiva,2018,https://www.ducati.com/es/es/,1.103 cc,214 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-panigale-v4-2018-2.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
