,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento,URL imágenes,URL logos
192,Ducati,Monster 821 2018,10.990 €,A,Naked,2018,https://www.ducati.com/es/es/,821 cc,109 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-821-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
193,Ducati,Multistrada Enduro Pro,16.990 €,A,Trail,2017,https://www.ducati.com/es/es/,1.198 cc,152 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-enduro-pro.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
194,Ducati,Monster 1200 2017,13.990 €,A,Naked,2017,https://www.ducati.com/es/es/,1.198 cc,150 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-1200-s-2017.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
195,Ducati,Scrambler Desert Sled 2017,11.190 €,A/ A2,Trail,2017,https://www.ducati.com/es/es/,803 cc,75 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-desert-sleed.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
196,Ducati,Scrambler Café Racer 2017,8.990 €,A/ A2,Naked,2017,https://www.ducati.com/es/es/,803 cc,75 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-cafe-racer.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
197,Ducati,Multistrada 950 2017,13.990 €,A,Trail,2017,https://www.ducati.com/es/es/,937 cc,113 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-multistrada-950.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
198,Ducati,Monster 821 2017,10.490 €,A,Naked,2017,https://www.ducati.com/es/es/,821 cc,112 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-821-2017.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
199,Ducati,Monster 797 2017,8.990 €,A/ A2,Naked,2017,https://www.ducati.com/es/es/,803 cc,75 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-monster-797.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
200,Ducati,Monster 1200 S 2017,17.290 €,A,Naked,2017,https://www.ducati.com/es/es/,1.198 cc,150 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster_1200_s.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
201,Ducati,Ducati 939 Supersport 2017,13.290 €,A,Deportiva,2017,https://www.ducati.com/es/es/,937 cc,113 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-939-supersport-2017-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
202,Ducati,Scrambler Full Throttle,10.350 €,A,Naked,2016,https://www.ducati.com/es/es/,803 cc,75 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-full-throttle.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
203,Ducati,Scrambler Icon,8.790 €,A,Naked,2016,https://www.ducati.com/es/es/,803 cc,75 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-icon.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
204,Ducati,Scrambler Sixty 2,7.790 €,A2,Naked,2016,https://www.ducati.com/es/es/,399 cc,41 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-scrambler-sixty2.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
205,Ducati,Diavel Carbon,22.290 €,A,Naked,2016,https://www.ducati.com/es/es/,1.184 cc,162 cv,770 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-diavel-carbon.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
206,Ducati,959 Panigale 2016,16.690 €,A,Deportiva,2016,https://www.ducati.com/es/es/,955 cc,158 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati-959-panigale-2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
207,Ducati,Scrambler Classic,10.350 €,A/A2,Custom,2016,https://www.ducati.com/es/es/,803 cc,75 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_scrambler_classic_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
208,Ducati,Diavel,19.450 €,A,Custom,2016,https://www.ducati.com/es/es/,1.184 cc,162 cv,770 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_diavel_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
209,Ducati,Monster 1200,13.490 €,A,Naked,2016,https://www.ducati.com/es/es/,1.198 cc,135 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster_1200_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
210,Ducati,Monster 821,11.240 €,A/A2,Naked,2016,https://www.ducati.com/es/es/,821 cc,112 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster_821_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
211,Ducati,Monster 1200 S,16.990 €,A,Naked,2016,https://www.ducati.com/es/es/,1.198 cc,145 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_monster_1200_s_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
212,Ducati,Multistrada,16.990 €,A,Trail,2016,https://www.ducati.com/es/es/,1.198 cc,160 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_multiestrada_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
213,Ducati,Streetfighter 848,14.350 €,A,Naked,2016,https://www.ducati.com/es/es/,849 cc,132 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_streetfighter_848_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
214,Ducati,899 Panigale,16.240 €,A,Deportiva,2016,https://www.ducati.com/es/es/,898 cc,148 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_899_panigale_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
215,Ducati,Panigale 1199 Superleggera,70.000 €,A,Deportiva,2016,https://www.ducati.com/es/es/,1.199 cc,200 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/ducati_panigale_1199_superleggera.jpg,https://motos-b60.kxcdn.com/sites/default/files/ducati.png
216,Honda,CB750 Hornet 2023,7.650 €,A/A2,Naked,2022,https://www.honda.es/motorcycles.html,755 cc,92 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb750_hornet-2023.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
217,Honda,CBR 1000 RR R Fireblade SP 2022,29.000 €,A,Deportiva,2022,https://www.honda.es/motorcycles.html,1.000 cc,215 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr_1000rr-r-fireblade-sp-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
218,Honda,CBR 1000 RR R Fireblade 2022,24.500 €,A,Deportiva,2022,https://www.honda.es/motorcycles.html,1.000 cc,215 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr_1000rr-r-fireblade-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
219,Honda,ADV 350 2022,6.250 €,A2,Scooter,2022,https://www.honda.es/motorcycles.html,330 cc,29 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_adv-350.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
220,Honda,CMX 500 Rebel 2022,6.500 €,A2,Custom,2022,https://www.honda.es/motorcycles.html,471 cc,47 cv,690 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cmx-500_rebel_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
221,Honda,CMX 1100 Rebel DCT 2022,11.800 €,A,Custom,2022,https://www.honda.es/motorcycles.html,1.084 cc,85 cv,700 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cmx-1100-rebel-dct-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
222,Honda,CMX 1100 Rebel 2022,10.400 €,A,Custom,2022,https://www.honda.es/motorcycles.html,1.084 cc,85 cv,700 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cmx1100_rebel-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
223,Honda,GL 1800 Gold Wing DCT 2022,29.000 €,A,Touring,2022,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gold_wing-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
224,Honda,GL 1800 Gold Wing Tour 2022,38.750 €,A,Touring,2022,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gold_wing_tour_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
225,Honda,SH 350i 2022,5.950 €,A2,Scooter,2022,https://www.honda.es/motorcycles.html,330 cc,29 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_sh350i-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
226,Honda,NT 1100 DCT 2022,15.400 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,865 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_nt1100-dct-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
227,Honda,NT 1100 2022,14.400 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,865 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nt1100-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
228,Honda,Monkey 125 2022,4.125 €,A1,Naked,2022,https://www.honda.es/motorcycles.html,124 cc,10 cv,775 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-monkey_2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
229,Honda,CBR 500 R 2022,6.900 €,A2,Deportiva,2020,https://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr500r-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
230,Honda,CB 500 F 2022,6.325 €,A2,Naked,2022,https://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb500f-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
231,Honda,CB 500 X 2022,6.850 €,A2,Trail,2022,https://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb500x-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
232,Honda,CRF 1100 L Africa Twin Adventure Sports DCT 2022,19.800 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1100l_africa_twin_adventure_sports-dct-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
233,Honda,CRF 1100 L Africa Twin Adventure Sports 2022,18.700 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1100l_africa_twin_adventure_sports-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
234,Honda,CRF 1100 L Africa Twin DCT 2022,16.350 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1100l_africa_twin-dct-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
235,Honda,CRF 1100 L Africa Twin 2022,15.200 €,A,Trail,2022,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1100l_africa_twin-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
236,Honda,Super Cub 125 2022,3.800 €,A1,Scooter,2022,https://www.honda.es/motorcycles.html,124 cc,10 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_super_cub_125-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
237,Honda,GL 1800 Gold Wing Tour 2021,38.750 €,A,Touring,2021,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gl1800_gold_wing_tour-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
238,Honda,CRF 300 L 2021,5.500 €,A2,Offroad,2021,https://www.honda.es/motorcycles.html,286 cc,27 cv,885 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf300l-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
239,Honda,CRF 300 Rally 2021,6.100 €,A2,Trail,2021,https://www.honda.es/motorcycles.html,286 cc,27 cv,885 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf300_rally-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
240,Honda,PXC 125 2021,3.100 €,A1,Scooter,2021,https://www.honda.es/motorcycles.html,125 cc,12 cv,764 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_pcx125-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
241,Honda,CB 1000 R 2021,15.050 €,A,Naked,2021,https://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb1000r-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
242,Honda,X ADV 2021,11.850 €,A/A2,Scooter,2021,https://www.honda.es/motorcycles.html,745 cc,57 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_x-adv-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
243,Honda,SH 125 Mode 2021,2.990 €,A1,Scooter,2021,https://www.honda.es/motorcycles.html,125 cc,11 cv,765 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_sh_mode_125-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
244,Honda,NC 750 X 2021,8.050 €,A/A2,Trail,2021,https://www.honda.es/motorcycles.html,745 cc,57 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_nc750x-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
245,Honda,NC 750 X DCT 2021,8.850 €,A/A2,Touring,2021,https://www.honda.es/motorcycles.html,745 cc,57 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_nc750x-dct-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
246,Honda,CB 125 R 2021,4.300 €,A1,Naked,2021,https://www.honda.es/motorcycles.html,125 cc,14 cv,816 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb125r-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
247,Honda,MSX 125 GROM 2021,3.399 €,A1,Naked,2021,https://www.honda.es/motorcycles.html,125 cc,10 cv,761 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_msx125_grom-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
248,Honda,Forza 125 2021,5.075 €,A1,Scooter,2021,https://www.honda.es/motorcycles.html,125 cc,14 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_forza_125.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
249,Honda,CRF 1100 L Africa Twin 2021,18.500 €,A,Trail,2021,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf-1000-l-africa_twin-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
250,Honda,CB 125 F 2021,2.750 €,A1,Naked,2021,https://www.honda.es/motorcycles.html,124 cc,11 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb-125-f-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
251,Honda,CB 650 R 2021,8.150 €,A / A2,Naked,2021,https://www.honda.es/motorcycles.html,649 cc,93 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb-650-r-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
252,Honda,CBR 650 R 2021,9.150 €,A / A2,Deportiva,2021,https://www.honda.es/motorcycles.html,649 cc,93 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr-650r-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
253,Honda,CBR 500 R 2021,6.800 €,A2,Deportiva,2020,https://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr500r-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
254,Honda,CB 500 X 2021,6.750 €,A2,Trail,2019,https://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb500x-2021-2.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
255,Honda,CB 500 F 2021,6.250 €,A2,Naked,2020,https://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cb-500f-2021-_cm2.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
256,Honda,GL 1800 Gold Wing Tour DCT SE 2020,38.700 €,A,Touring,2020,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gold_wing_tour_dct_airbag-se.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
257,Honda,GL 1800 Gold Wing Tour DCT 2020,38.500 €,A,Touring,2020,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gold_wing_tour_dct_airbag.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
258,Honda,GL 1800 Gold Wing DCT 2020,28.500 €,A,Touring,2020,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gold_wing_dct.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
259,Honda,CB 1000 R 2020,14.800 €,A,Naked,2020,https://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cb-1000-r-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
260,Honda,Rebel S 2020,6.200 €,A2,Custom,2020,https://www.honda.es/motorcycles.html,471 cc,47 cv,690 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-rebel-500-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
261,Honda,SH 125 Scoopy 2020,3.800 €,A1,Scooter,2020,https://www.honda.es/motorcycles.html,125 cc,12 cv,799 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-sh-125-scoopy-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
262,Honda,CBR 1000 RR R Fireblade SP 2020,25.100 €,A,Deportiva,2020,https://www.honda.es/motorcycles.html,999 cc,215 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-r-sp-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
263,Honda,CBR 1000 RR R Fireblade 2020,16.999 €,A,Deportiva,2020,https://www.honda.es/motorcycles.html,999 cc,215 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-r-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
264,Honda,GL 1800 Gold Wing 2020,27.500 €,A,Touring,2020,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-gl1800-goldwing-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
265,Honda,CRF 1100 L Africa Twin Adventure Sports 2020,18.300 €,A,Trail,2019,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-crf-1100-l-africa-twin-adventure-sports-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
266,Honda,CRF 1100 L Africa Twin 2020,14.800 €,A,Trail,2019,https://www.honda.es/motorcycles.html,1.084 cc,100 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-crf-1100-l-africa-twin-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
267,Honda,CRF 250 L 2019,4.990 €,A2,Offroad,2019,https://www.honda.es/motorcycles.html,250 cc,25 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-crf-250-l-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
268,Honda,CRF 250 Rally 2019,6.050 €,A2,Offroad,2019,https://www.honda.es/motorcycles.html,250 cc,24 cv,895 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf250_rally-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
269,Honda,NC 750 X Travel Edition DCT 2019,9.000 €,A2,Touring,2019,https://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nc-750-x-travel-edition.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
270,Honda,NC 750 X Travel Edition 2019,8.200 €,A2,Touring,2019,https://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nc-750-x-travel-edition.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
271,Honda,CRF 1000 L África Twin Adventure Sports 2019,15.350 €,A/A2,Trail,2019,https://www.honda.es/motorcycles.html,998 cc,95 cv,920 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1000l_africa_twin-adventure-sports-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
272,Honda,CRF 1000 L África Twin 2019,13.600 €,A/A2,Trail,2019,https://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf1000l_africa_twin-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
273,Honda,X ADV 2019,11.650 €,A2/A,Scooter,2019,https://www.honda.es/motorcycles.html,745 cc,54 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-x-adv-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
274,Honda,SH 125 2019,3.389 €,A1,Scooter,2019,https://www.honda.es/motorcycles.html,125 cc,12 cv,799 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-sh-125-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
275,Honda,Rebel 2019,6.200 €,A2,Custom,2019,https://www.honda.es/motorcycles.html,471 cc,47 cv,690 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-rebel-500-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
276,Honda,NC 750 X 2019,8.000 €,A2,Touring,2019,https://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nc-750-x_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
277,Honda,Integra 2019,9.349 €,A2,Scooter,2019,https://www.honda.es/motorcycles.html,745 cc,53 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-integra-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
278,Honda,CB 1000 R 2019,14.800 €,A,Naked,2019,https://www.honda.es/motorcycles.html,998 cc,143 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cb-1000-r-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
279,Honda,CBR 1000 RR Fireblade 2019,16.999 €,A,Deportiva,2019,https://www.honda.es/motorcycles.html,999 cc,189 cv,832 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-fireblade-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
280,Honda,GL 1800 Gold Wing 2019,27.700 €,A,Touring,2019,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gl1800_2019-b.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
281,Honda,CBR 500 R 2019,6.750 €,A2,Deportiva,2019,https://www.honda.es/motorcycles.html,471 cc,46 cv,785 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr500r-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
282,Honda,CB 500 X 2019,6.700 €,A2,Trail,2019,https://www.honda.es/motorcycles.html,471 cc,46 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb500x-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
283,Honda,CB 500 F 2019,6.200 €,A2,Naked,2019,https://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb500f-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
284,Honda,CB 650 R 2019,9.100 €,A,Naked,2019,https://www.honda.es/motorcycles.html,649 cc,96 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb-650r-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
285,Honda,CBR 650 R 2019,9.100 €,A / A2,Deportiva,2019,https://www.honda.es/motorcycles.html,649 cc,96 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr650r-2019-4.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
286,Honda,CRF 250 L 2018,4.799 €,A2,Offroad,2018,https://www.honda.es/motorcycles.html,250 cc,25 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-crf-250-l-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
287,Honda,PXC 125 2018,2.899 €,A1,Scooter,2018,https://www.honda.es/motorcycles.html,125 cc,12 cv,764 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-pcx-125-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
288,Honda,Forza 300 2018,5.800 €,A2,Scooter,2018,https://www.honda.es/motorcycles.html,279 cc,25 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-forza-300-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
289,Honda,CRF 1000 L África Twin Adventure Sports,15.350 €,A/A2,Trail,2018,https://www.honda.es/motorcycles.html,998 cc,95 cv,920 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-africa-twint-adventure-sports-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
290,Honda,GL 1800 Gold Wing Tour 2018,37.500 €,A,Touring,2018,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gl1800_goldwing-2018-3.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
291,Honda,GL 1800 Gold Wing 2018,27.700 €,A,Touring,2018,https://www.honda.es/motorcycles.html,1.833 cc,125 cv,745 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_gl1800_goldwing-2018-bagger.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
292,Honda,CB 300 R 2018,5.075 €,A2,Naked,2018,https://www.honda.es/motorcycles.html,286 cc,31 cv,799 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cb-300-r-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
