,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
189,Ducati,Multistrada 1260 Grand Tour 2020,22.890 €,A,Trail,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,50 mm",Cuatro tiempos,1.262 cc,Gasolina sin plomo 95,"106,00 mm",En L,Desmodrómica Variable,Electrónico,2,4,129 nm,158 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Monobrazo,48 mm,170 mm,Horquilla invertida,170 mm,Amortiguador,120/70-17,"3,50x17",190/55-17,"6,00x17",ABS con asistencia en curva,330 mm,2,4,Disco,265 mm,2,Disco,825 mm,20 l,1.585 mm,,6,"111,00 mm","25,00 grados",Sachs,Brembo,Radial monobloque,,213 kg,Sachs,Brembo,,,,,,,,,,,
190,Ducati,Panigale V4 S 2020,31.590 €,A,Deportiva,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,124 nm,214 cv,Líquida,10.000 rpm,13.000 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,120 mm,Horquilla invertida,120 mm,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,300 mm,2,4,Disco,245 mm,2,Disco,830 mm,16 l,1.469 mm,,6,"100,00 mm","24,50 grados",Ohlins NIX30,Brembo Stylema,"Monobloque, anclaje radial",Brembo,198 kg,Ohlins TTX36,Brembo,,,,,,,,,,,
191,Ducati,Panigale V4 2020,26.190 €,A,Deportiva,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,124 nm,214 cv,Líquida,10.000 rpm,13.000 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,120 mm,Horquilla invertida,120 mm,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,300 mm,2,4,Disco,245 mm,2,Disco,830 mm,16 l,1.469 mm,,6,"100,00 mm","24,50 grados",Showa BPF,Brembo Stylema,"Monobloque, anclaje radial",Sachs,198 kg,Brembo,Brembo,,,,,,,,,,,
192,Ducati,Panigale V2 2020,18.490 €,A,Deportiva,2019,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"60,80 mm",Cuatro tiempos,955 cc,Gasolina Sin Plomo 95/98,"100,00 mm",En V,Desmodrómica,Electrónico digitalizado,2,4,104 nm,155 cv,Líquida,9.000 rpm,10.750 rpm,Multidisco en baño de aceite con sistema antirrebote,Cadena,Monobloque,Hidráulico,Aluminio,Monobrazo de aluminio,43 mm,130 mm,Horquilla invertida,130 mm,Monoamortiguador,120/70 ZR 17,"17x3,5",180/60 ZR 17,"17x5,5",ABS,320 mm,2,4,Disco,245 mm,2,Disco,840 mm,17 l,1.436 mm,,6,"94,00 mm","24,00 grados",Showa BPF,Brembo Monobloque M4.32,Radial,Brembo,200 kg,Sachs,Brembo,,,,,,,,,,,
193,Ducati,Streetfighter V4 S 2020,25.490 €,A,Naked,2020,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,123 nm,208 cv,Líquida,11.500 rpm,12.750 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,,Horquilla invertida,,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,330 mm,2,4,Disco,245 mm,2,Disco,845 mm,16 l,1.488 mm,,6,"100,00 mm","24,50 grados",Ohlins NIX30,Brembo Stylema,"Monobloque, anclaje radial",Brembo,199 kg,Ohlins TTX36,Brembo,,,,,,,,,,,
194,Ducati,Streetfighter V4 2020,21.990 €,A,Naked,2020,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,123 nm,208 cv,Líquida,11.500 rpm,12.750 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,,Horquilla invertida,,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,330 mm,2,4,Disco,245 mm,2,Disco,845 mm,16 l,1.488 mm,,6,"100,00 mm","24,50 grados",Showa BPF,Brembo Stylema,"Monobloque, anclaje radial",Brembo,201 kg,Sachs,Brembo,,,,,,,,,,,
195,Ducati,Monster 1200 S Black on Black 2020,18.090 €,A,Naked,2019,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,90 mm",4 Tiempos,1.198 cc,Gasolina Sin Plomo 98,"106,00 mm",En L,Desmodrómica,Electrónico digitalizado,2,4,126 nm,150 cv,Líquida,7.750 rpm,9.250 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Hidráulico,Acero,Monobrazo de aluminio,48 mm,130 mm,Horquilla invertida,149 mm,Monoamortiguador,120/70 ZR 17,"17x3,5",190/55 ZR 17,"17x6,0",ABS con asistencia en curva,330 mm,2,4,Disco semiflotante,245 mm,2,Disco,795 mm,17 l,1.485 mm,2.155 mm,6,"86,50 mm","23,00 grados",Öhlins,Brembo,Radial,,185 kg,Öhlins,,,,,,,,,,,,
196,Ducati,Panigale V4 25 Aniversario 916,48.000 €,A,Deportiva,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,124 nm,214 cv,Líquida,10.000 rpm,13.000 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,120 mm,Horquilla invertida,130 mm,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,330 mm,2,4,Disco,245 mm,2,Disco,830 mm,16 l,1.469 mm,,6,"100,00 mm","24,00 grados",Ohlins NIX30,Brembo,"Monobloque, anclaje radial",Brembo,173 kg,Ohlins TTX36,Brembo,,,,,,,,,,,
197,Ducati,Panigale V4 R 2019,39.990 €,A,Deportiva,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"48,40 mm",Cuatro Tiempos,998 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,112 nm,221 cv,Líquida,11.500 rpm,15.250 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido hidráulico,Aleación de aluminio,Monobrazo de aluminio,43 mm,,Horquilla invertida,,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS Bosch con asistencia en curva,330 mm,2,4,Disco,245 mm,2,Disco,830 mm,16 l,1.471 mm,,6,"100,00 mm","24,00 grados",Ohlins NPX,Brembo,"Monobloque, anclaje radial",Brembo,193 kg,Ohlins TTX36,Brembo,,,,,,,,,,,
198,Ducati,950 Hypermotard SP 2019,16.890 €,A,Deportiva,2019,www.ducati.es,Inyección electrónica,Automático,"67,50 mm",Cuatro tiempos,937 cc,Gasolina sin plomo 95/98,"94,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,96 nm,114 cv,Líquida,7.250 rpm,9.000 rpm,Multidisco antirrebote en baño de aceite,Cadena de retenes,Multitubular tipo Trellis,Hidraúlico,Acero,Monobrazo de aluminio fundido,45 mm,185 mm,Horquilla telescópica invertida,175 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50-17""",180/55-17,"5,50-17""",ABS con asistencia en curva,320 mm,2,4,Disco semiflotante,245 mm,2,Disco,870 mm,15 l,1.493 mm,1.940 mm,6,"104,00 mm","25,50 grados",Ohlins,Brembo,Radial monobloque,Brembo,178 kg,Ohlins,Brembo,,,,,,,,,,,
199,Ducati,950 Hypermotard 2019,16.890 €,A,Deportiva,2019,www.ducati.es,Inyección electrónica,Automático,"67,50 mm",Cuatro tiempos,937 cc,Gasolina sin plomo 95/98,"94,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,96 nm,114 cv,Líquida,7.250 rpm,9.000 rpm,Multidisco antirrebote en baño de aceite,Cadena de retenes,Multitubular tipo Trellis,Hidraúlico,Acero,Monobrazo de aluminio fundido,45 mm,170 mm,Horquilla telescópica invertida,150 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50-17""",180/55-17,"5,50-17""",ABS con asistencia en curva,320 mm,2,4,Disco semiflotante,245 mm,2,Disco,870 mm,15 l,1.493 mm,1.940 mm,6,"104,00 mm","25,50 grados",Marzocchi,Brembo,Radial monobloque,Brembo,178 kg,,Brembo,,,,,,,,,,,
200,Ducati,Monster 797 Plus 2019,9.090 €,A/A2,Naked,2019,www.ducati.es,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,803 cc,Gasolina Sin Plomo 95,"88,00 mm",En L,Desmodrómica,Electrónico,2,2,69 nm,75 cv,Aire,5.750 rpm,8.250 rpm,Multidisco bañado en aceite,Cadena,"Multitubular, tipo Trellis",Mecánico,Acero,Doble brazo,43 mm,130 mm,Horquilla invertida,150 mm,Monoamortiguador,120/70 ZR 17,"17x3,5",180/55 ZR 17,"17x5,5",ABS,320 mm,2,4,Disco semiflotante,245 mm,2,Disco,805 mm,17 l,1.438 mm,,6,"90,00 mm","24,00 grados",Kayaba,Brembo,Monobloque,,175 kg,Sachs,,,,,,,,,,,,
201,Ducati,Monster 821 Stealth 2019,12.590 €,A,Naked,2019,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,50 mm",4 Tiempos,821 cc,Gasolina Sin Plomo 98,"88,00 mm",En L,Desmodrómica,Electrónico,2,4,86 nm,109 cv,Líquida,7.750 rpm,9.250 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Mecánico,Acero,Doble brazo de aluminio,43 mm,130 mm,Horquilla invertida,140 mm,Monoamortiguador progresivo,120/70 ZR 17,"17x3,5",180/55 ZR 17,"17x5,5",ABS,320 mm,2,4,Disco semiflotante,245 mm,2,Disco,785 mm,16 l,1.480 mm,2.170 mm,6,"93,20 mm","24,00 grados",KYB,Brembo,Monobloque,,195 kg,,,,,,,,,,,,,
202,Ducati,Multistrada 950 2019,14.390 €,A,Trail,2019,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,50 mm",4 Tiempos,937 cc,Gasolina Sin Plomo 95/98,"94,00 mm",En L,Desmodrómica,Electrónico,2,4,96 nm,113 cv,Líquida,7.750 rpm,9.000 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Hidráulico,Acero,Doble brazo de aluminio,48 mm,170 mm,Horquilla invertida,170 mm,Monoamortiguador progresivo,120/70 R19,19x3,170/60 R 17,"17x4,5",ABS con asistencia en curva,320 mm,2,4,Disco semiflotante,265 mm,2,Disco,840 mm,20 l,1.594 mm,2.190 mm,6,"106,00 mm","25,00 grados",,Brembo,Monobloque radial,,207 kg,,,,,,,,,,,,,
203,Ducati,Multistrada 950 S 2019,16.390 €,A,Trail,2019,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,50 mm",4 Tiempos,937 cc,Gasolina Sin Plomo 95/98,"94,00 mm",En L,Desmodrómica,Electrónico,2,4,96 nm,113 cv,Líquida,7.750 rpm,9.000 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Hidráulico,Acero,Doble brazo de aluminio,48 mm,170 mm,Horquilla invertida,170 mm,Monoamortiguador progresivo,120/70 R19,19x3,170/60 R 17,"17x4,5",ABS con asistencia en curva,320 mm,2,4,Disco semiflotante,265 mm,2,Disco,840 mm,20 l,1.594 mm,2.190 mm,6,"106,00 mm","25,00 grados",Ducati Shyhook Suspension EVO,Brembo,Monobloque radial,,207 kg,Ducati Shyhook Suspension EVO,,,,,,,,,,,,
204,Ducati,1260 Diavel S 2019,23.590 €,A,Custom,2019,www.ducati.es,Inyección electrónica Bosch,Eléctrico,"71,50 mm",Cuatro tiempos,1.262 cc,Gasolina sin plomo 95/98,"106,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,129 nm,159 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Multitubular tipo Trellis,Hidraúlico,Acero,Monobrazo de aluminio,48 mm,120 mm,Horquilla telescópica invertida,130 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50X17""",240/45-17,8X17,ABS con asistencia en curva,320 mm,2,4,Disco,265 mm,2,Disco,780 mm,17 l,1.600 mm,,6,"120,00 mm","27,00 grados",Ohlins,Brembo,Radial,Brembo,218 kg,Ohlins,Brembo,,,,,,,,,,,
205,Ducati,1260 Diavel 2019,20.390 €,A,Custom,2019,www.ducati.es,Inyección electrónica Bosch,Eléctrico,"71,50 mm",Cuatro tiempos,1.262 cc,Gasolina sin plomo 95/98,"106,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,129 nm,159 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Multitubular tipo Trellis,Hidraúlico,Acero,Monobrazo de aluminio,50 mm,120 mm,Horquilla telescópica invertida,130 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50X17""",240/45-17,8X17,ABS con asistencia en curva,320 mm,2,4,Disco,265 mm,2,Disco,780 mm,17 l,1.600 mm,,6,"120,00 mm","27,00 grados",,Brembo,Radial,Brembo,218 kg,,Brembo,,,,,,,,,,,
206,Ducati,XDiavel S 2019,23.790 €,A,Custom,2019,www.ducati.es,Inyección electrónica,Automático,"71,50 mm",4T,1.262 cc,Gasolina sin plomo 95/98,"106,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,129 nm,156 cv,Líquida,5.000 rpm,9.500 rpm,Multidisco en baño de aceite,Correa,Multitubular,Hidraúlico,Acero,Monobrazo de aluminio fundido,50 mm,120 mm,Horquilla telescópica invertida ajustable,110 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50-17""",240/45-17,8-17,ABS con asistencia en curva,320 mm,2,4,Disco,265 mm,2,Disco,755 mm,18 l,1.615 mm,,6,"130,00 mm","30,00 grados",,Brembo,Radial monobloque,Brembo,247 kg,,Brembo,,,,,,,,,,,
207,Ducati,Multistrada 1260 Enduro 2019,21.890 €,A,Trail,2019,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,50 mm",Cuatro tiempos,1.262 cc,Gasolina sin plomo 95,"106,00 mm",En L,Desmodrómica Variable,Electrónico,2,4,129 nm,158 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Doble brazo en aluminio,48 mm,185 mm,Horquilla invertida,185 mm,Amortiguador,120/70-19,"3,50x19",170/60-17,"6,00x17",ABS con asistencia en curva,320 mm,2,4,Disco,265 mm,2,Disco,860 mm,30 l,1.592 mm,,6,"112,00 mm","25,00 grados",Sachs,Brembo,Radial monobloque,,225 kg,Sachs,Brembo,,,,,,,,,,,
208,Ducati,Scrambler Cafe Racer 2019,11.690 €,A/A2,Naked,2019,www.ducati.es,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,803 cc,Gasolina Sin Plomo 95,"88,00 mm",En L,Desmodrómica,Electrónico,2,2,67 nm,73 cv,Aire,5.750 rpm,8.250 rpm,Multidisco bañado en aceite,Cadena,"Multitubular, tipo Trellis",Mecánico,Acero,Doble brazo,41 mm,150 mm,Horquilla invertida,150 mm,Monoamortiguador progresivo,120/70 ZR 17,17x3,180/55 ZR 17,"17x5,5",ABS con asistencia en curva,330 mm,2,4,Disco,245 mm,1,Disco,805 mm,14 l,1.436 mm,2.090 mm,6,"112,00 mm","22,00 grados",Kayaba,Brembo,Monobloque de anclaje radial,,196 kg,,,,,,,,,,,,,
209,Ducati,Scrambler Desert Sled 2019,11.790 €,A/A2,Trail,2019,www.ducati.es,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,803 cc,Gasolina Sin Plomo 95,"88,00 mm",En L,Desmodrómica,Electrónico,2,2,67 nm,73 cv,Aire,5.750 rpm,8.250 rpm,Multidisco bañado en aceite,Cadena,"Multitubular, tipo Trellis",Mecánico,Acero,Doble brazo,46 mm,200 mm,Horquilla invertida,150 mm,Monoamortiguador,120/70 ZR 19,19x3,170/60 ZR 17,"17x4,5",ABS con asistencia en curva,330 mm,1,4,Disco,245 mm,1,Disco,860 mm,14 l,1.505 mm,2.200 mm,6,"112,00 mm","24,00 grados",Kayaba,Brembo,Monobloque radial,,193 kg,,,,,,,,,,,,,
210,Ducati,Scrambler Full Throttle 2019,10.790 €,A/A2,Naked,2019,www.ducati.es,Inyección electrónica,Eléctrico,"66,00 mm",Cuatro Tiempos,803 cc,Gasolina sin plomo 95,"88,00 mm",En L,Desmodrómica,Electrónico,2,2,67 nm,73 cv,Aire,5.750 rpm,8.250 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Mecánico,Acero,Doble brazo de acero,41 mm,150 mm,Horquilla invertida,150 mm,Amortiguador,110/80 R18,"3,00"" x 18""",180/55 R17,"5,50"" x 17""",ABS con asistencia en curva,330 mm,1,4,Disco,245 mm,1,Disco,798 mm,13 l,1.445 mm,2.090 mm,6,"112,00 mm","24,00 grados",Kayaba,Brembo M 4328,Monobloque de anclaje radial,,189 kg,Kayaba,,,,,,,,,,,,
211,Ducati,Scrambler Icon 2019,9.190 €,A/A2,Naked,2019,www.ducati.es,Inyección electrónica,Eléctrico,"66,00 mm",Cuatro Tiempos,803 cc,Gasolina sin plomo 95,"88,00 mm",En L,Desmodrómica,Electrónico,2,2,68 nm,73 cv,Aire,5.750 rpm,8.250 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Mecánico,Acero,Doble brazo de acero,41 mm,150 mm,Horquilla invertida,150 mm,Amortiguador,110/50 R18,"3,00"" x 18""",180/55 R17,"5,50"" x 17""",ABS con asistencia en curva,330 mm,1,4,Disco,245 mm,1,Disco,798 mm,13 l,1.445 mm,2.100 mm,6,"112,00 mm","24,00 grados",Kayaba,,Radial,,189 kg,Kayaba,,,,,,,,,,,,
212,Ducati,Monster 1200 25 aniversario 2018,20.690 €,A,Naked,2018,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,90 mm",4 Tiempos,1.198 cc,Gasolina Sin Plomo 95,"106,00 mm",En L,Desmodrómica,Electrónico digitalizado,2,4,124 nm,147 cv,Líquida,7.750 rpm,9.250 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Hidráulico,Acero,Monobrazo de aluminio,48 mm,130 mm,Horquilla invertida,149 mm,Monoamortiguador,120/70 ZR 17,"17x3,5",190/55 ZR 17,"17x6,0",ABS con asistencia en curva,330 mm,2,4,Disco semiflotante,245 mm,2,Disco,795 mm,17 l,1.485 mm,2.155 mm,6,"86,50 mm","23,00 grados",Öhlins,Brembo,Radial,,185 kg,Öhlins,,,,,,,,,,,,
213,Ducati,Scrambler Sport 1100 2018,15.190 €,A/A2,Naked,2018,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,00 mm",Cuatro Tiempos,1.079 cc,Gasolina sin plomo 95,"98,00 mm",En L,Desmodrómica,Electrónico,2,2,88 nm,86 cv,Aire,4.750 rpm,7.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Doble brazo,45 mm,150 mm,Horquilla invertida Multirregulable,150 mm,Monoamortiguador,120/80-18,"3,50x18",180/55-17,"5,50x17",ABS con asistencia en curva,320 mm,2,4,Disco,245 mm,2,Disco,810 mm,15 l,1.514 mm,2.190 mm,6,"111,00 mm","24,00 grados",Marzocchi,Brembo,Radiales Monobloque,,206 kg,Kayaba,Brembo,,,,,,,,,,,
214,Ducati,Scrambler 1100 Special 2018,14.490 €,A/A2,Naked,2018,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,00 mm",Cuatro Tiempos,1.079 cc,Gasolina sin plomo 95,"98,00 mm",En L,Desmodrómica,Electrónico,2,2,88 nm,86 cv,Aire,4.750 rpm,7.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Doble brazo,45 mm,150 mm,Horquilla invertida Multirregulable,150 mm,Monoamortiguador,120/80-18,"3,50x18",180/55-17,"5,50x17",ABS con asistencia en curva,320 mm,2,4,Disco,245 mm,2,Disco,810 mm,15 l,1.514 mm,2.190 mm,6,"111,00 mm","24,00 grados",Marzocchi,Brembo,Radiales Monobloque,,206 kg,Kayaba,Brembo,,,,,,,,,,,
215,Ducati,XDiavel S 2018,23.790 €,A,Custom,2018,www.ducati.es,Inyección electrónica,Automático,"71,50 mm",4T,1.262 cc,Gasolina sin plomo 95/98,"106,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,129 nm,156 cv,Líquida,5.000 rpm,9.500 rpm,Multidisco en baño de aceite,Correa,Multitubular,Hidraúlico,Acero,Monobrazo de aluminio fundido,50 mm,120 mm,Horquilla telescópica invertida ajustable,110 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-17,"3,50-17""",240/45-17,8-17,ABS con asistencia en curva,320 mm,2,4,Disco,265 mm,2,Disco,755 mm,18 l,1.615 mm,,6,"130,00 mm","30,00 grados",,Brembo,Radial monobloque,Brembo,247 kg,,Brembo,,,,,,,,,,,
216,Ducati,Multistrada 1260,17.890 €,A,Trail,2018,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,50 mm",Cuatro tiempos,1.262 cc,Gasolina sin plomo 95,"106,00 mm",En L,Desmodrómica Variable,Electrónico,2,4,129 nm,158 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Monobrazo,48 mm,170 mm,Horquilla invertida,170 mm,Amortiguador,120/70-17,"3,50x17",190/55-17,"6,00x17",ABS con asistencia en curva,330 mm,2,4,Disco,265 mm,2,Disco,825 mm,20 l,1.585 mm,,6,"111,00 mm","25,00 grados",Sachs,Brembo,Radial monobloque,,213 kg,Sachs,Brembo,,,,,,,,,,,
217,Ducati,Scrambler 1100,13.190 €,A/A2,Naked,2018,http://www.ducati.es,Inyección electrónica,Eléctrico,"71,00 mm",Cuatro Tiempos,1.079 cc,Gasolina sin plomo 95,"98,00 mm",En L,Desmodrómica,Electrónico,2,2,88 nm,86 cv,Aire,4.750 rpm,7.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero,Doble brazo,45 mm,150 mm,Horquilla invertida Multirregulable,150 mm,Monoamortiguador,120/80-18,"3,50x18",180/55-17,"5,50x17",ABS con asistencia en curva,320 mm,2,4,Disco,245 mm,2,Disco,810 mm,15 l,1.514 mm,2.190 mm,6,"111,00 mm","24,00 grados",Marzocchi,Brembo,Radiales Monobloque,,206 kg,Kayaba,Brembo,,,,,,,,,,,
218,Ducati,Panigale V4 2018,25.190 €,A,Deportiva,2018,http://www.ducati.es,Inyección electrónica,Eléctrico,"53,50 mm",Cuatro Tiempos,1.103 cc,Gasolina sin plomo 98,"81,00 mm",En V a 90 grados,Desmodrómica,Electrónico,4,4,124 nm,214 cv,Líquida,10.000 rpm,13.000 rpm,Multidisco en baño de aceite,Cadena,"Tipo ""front frame"" con el motor como elemento estructural",Mecánico asistido,Aleación de aluminio,Monobrazo de aluminio,43 mm,,Horquilla invertida,,Amortiguador,120/70-17,"3,50x17",200/60-17,"6,00x17",ABS con asistencia en curva,300 mm,2,4,Disco,245 mm,2,Disco,830 mm,16 l,1.469 mm,,6,"100,00 mm","24,00 grados",Showa/Ohlilins,Brembo,"Monobloque, anclaje radial",,195 kg,Sachs/Ohlins,Brembo,,,,,,,,,,,
219,Ducati,Monster 821 2018,10.990 €,A,Naked,2018,www.ducati.es,Inyección electrónica. Acelerador Ride by Wire,Eléctrico,"67,50 mm",4 Tiempos,821 cc,Gasolina Sin Plomo 98,"88,00 mm",En L,Desmodrómica,Electrónico,2,4,86 nm,109 cv,Líquida,7.750 rpm,9.250 rpm,Multidisco bañado en aceite con sistema antirrebote,Cadena,"Multitubular, tipo Trellis",Mecánico,Acero,Doble brazo de aluminio,43 mm,130 mm,Horquilla invertida,140 mm,Monoamortiguador progresivo,120/70 ZR 17,"17x3,5",180/55 ZR 17,"17x5,5",ABS,320 mm,2,4,Disco semiflotante,245 mm,2,Disco,785 mm,16 l,1.480 mm,2.170 mm,6,"93,20 mm","24,00 grados",KYB,Brembo,Monobloque,,195 kg,,,,,,,,,,,,,
220,Ducati,Multistrada Enduro Pro,16.990 €,A,Trail,2017,www.ducati.es,Inyección electrónica,Automático,"67,90 mm",4T,1.198 cc,Gasolina sin plomo 95/98,"106,00 mm",En L,Desmodrómica,Electrónico CDI,2,4,128 nm,152 cv,Líquida,7.500 rpm,9.500 rpm,Multidisco antirrebote en baño de aceite,Cadena de retenes,Multitubular,Hidraúlico,Acero,Doble brazo,48 mm,170 mm,Horquilla hidráulica invertida,170 mm,"Amortiguador ajustable precarga, extensión y compresión",120/70-19,3-19,170/60-17,"4,50-17",ABS,320 mm,2,4,Doble Disco semiflotante,265 mm,2,Disco,870 mm,30 l,1.594 mm,,6,"110,00 mm","25,00 grados",Sachs,Brembo,Radial monobloque,Brembo,261 kg,Sachs,Brembo,,,,,,,,,,,
